image_id,label,old,base,keep,keep_sp,sec
001701,2021-10-27,2021-10-27,2021-10-27,2021-10-27,2021-10-27,3.5
001704,2021-07-16,2021-07-16,2021-07-16,2021-07-16,2021-07-16,2.9
001707,2021-05-02,2021-05-02,2021-05-02,2021-05-02,2021-05-02,2.9
001713,2021-09-08,2021-09-08,2021-09-08,2021-09-08,2021-09-08,12.4
001716,2021-02-07,2021-02-07,2021-02-07,2021-02-07,2021-02-07,2.4
001719,2021-03-11,2021-03-11,2021-03-11,2021-03-11,2021-03-11,4.8
001724,2021-05-13,2021-05-13,2021-05-13,2021-05-13,2021-05-13,3.4
001727,2021-02-08,2021-02-08,2021-02-08,2021-02-08,2021-02-08,6.2
001730,2021-10-02,2021-10-02,2021-10-02,2021-10-02,2021-10-02,1.8
001733,2022-11-18,2022-11-18,2022-11-18,2022-11-18,2022-11-18,2.5
001736,2021-02-08,2021-02-08,2021-02-08,2021-02-08,2021-02-08,1.5
001739,2022-01-05,2022-01-05,2022-01-05,2022-01-05,2022-01-05,1.9
001742,2021-10-26,2021-10-26,2021-10-26,2021-10-26,2021-10-26,3.2
001750,2021-06-28,2021-06-28,2021-06-28,2021-06-28,2021-06-28,7.2
001753,2022-01-10,2022-01-10,2022-01-10,2022-01-10,2022-01-10,2.0
001757,2023-03-09,2023-03-09,2023-03-09,2023-03-09,2023-03-09,3.6
001760,2021-04-24,2021-04-24,2021-04-24,2021-04-24,2021-04-24,6.7
001763,2021-12-23,2021-12-23,2021-12-23,2021-12-23,2021-12-23,2.5
001766,2021-09-10,2021-09-10,2021-09-10,2021-09-10,2021-09-10,4.2
001773,2020-08-07,2020-08-07,2020-08-07,2020-08-07,2020-08-07,3.1
001776,2021-04-05,2021-04-02,2021-04-02,2021-04-02,2021-04-02,3.7
001779,2021-04-09,2021-04-09,2021-04-09,2021-04-09,2021-04-09,2.2
001784,2021-06-13,2021-06-13,2021-06-13,2021-06-13,2021-06-13,1.7
001787,2020-12-NONE,NONE-12-20,NONE-12-20,NONE-12-20,NONE-12-20,2.6
001790,2021-01-16,2021-01-16,2021-01-16,2021-01-16,2021-01-16,1.6
001793,2021-11-07,2021-11-07,2021-11-07,2021-11-07,2021-11-07,2.6
001796,2021-01-27,2021-01-27,2021-01-27,2021-01-27,2021-01-27,1.7
001800,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,3.4
001803,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2.1
001810,2023-10-22,2023-10-22,2023-10-22,2023-10-22,2023-10-22,1.3
001815,2022-06-07,2020-02-06,2020-02-06,2022-06-07,2022-06-07,9.7
001820,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,4.0
001823,2021-06-09,2021-06-09,2021-06-09,2021-06-09,2021-06-09,2.8
001826,2021-09-19,2021-09-19,2021-09-19,2021-09-19,2021-09-19,2.4
001829,2021-03-07,2021-03-07,2021-03-07,2021-03-07,2021-03-07,6.4
001833,2022-09-02,NONE,NONE,NONE,NONE,8.4
001836,2021-10-02,2021-10-02,2021-10-02,2021-10-02,2021-10-02,2.8
001839,2021-10-15,2021-10-15,2021-10-15,2021-10-15,2021-10-15,1.7
001842,2021-05-NONE,2021-05-NONE,2021-05-NONE,2021-05-NONE,2021-05-NONE,2.2
001845,2021-11-23,2021-11-23,2021-11-23,2021-11-23,2021-11-23,2.4
001848,2021-11-18,2021-11-18,2021-11-18,2021-11-18,2021-11-18,2.4
001851,2021-12-16,2021-12-16,2021-12-16,2021-12-16,2021-12-16,2.3
001854,2022-01-18,2022-12-10,2022-12-10,2022-12-10,2022-12-10,6.2
001857,2022-07-17,2022-07-17,2022-07-17,2022-07-17,2022-07-17,4.6
001860,2022-07-06,2030-10-05,2030-10-05,2030-10-05,2030-10-05,7.5
001863,2023-08-04,2023-08-04,2023-08-04,2023-08-04,2023-08-04,2.6
001866,2021-09-17,2021-09-17,2021-09-17,2021-09-17,2021-09-17,1.6
001872,2022-10-14,2022-10-14,2022-10-14,2022-10-14,2022-10-14,2.5
001875,2022-10-21,2021-12-01,2021-12-01,2022-10-21,2022-10-21,2.6
001878,2021-11-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2.3
001881,2021-06-20,2021-06-20,2021-06-20,2021-06-20,2021-06-20,1.8
001884,2021-09-09,2021-09-11,2021-09-11,2021-09-11,2021-09-11,3.3
001889,2021-08-31,2021-08-31,2021-08-31,2021-08-31,2021-08-31,4.0
001892,2022-05-22,2022-05-22,2022-05-22,2022-05-22,2022-05-22,2.4
001895,2021-03-17,2021-03-17,2021-03-17,2021-03-17,2021-03-17,2.8
001898,2021-05-29,2021-05-29,2021-05-29,2021-05-29,2021-05-29,2.0
001901,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2021-10-28,1.9
001905,2022-01-15,2022-01-15,2022-01-15,2022-01-15,2022-01-15,3.2
001909,2021-12-29,2021-12-29,2021-12-29,2021-12-29,2021-12-29,10.0
001913,2021-09-14,2021-09-14,2021-09-14,2021-09-14,2021-09-14,4.0
001916,2021-06-24,2021-06-24,2021-06-24,2021-06-24,2021-06-24,3.0
001919,2023-12-20,2023-12-20,2023-12-20,2023-12-20,2023-12-20,4.8
001923,2022-06-14,2022-06-14,2022-06-14,2022-06-14,2022-06-14,3.9
001926,2021-04-27,2021-04-27,2021-04-27,2021-04-27,2021-04-27,1.9
001929,2022-01-14,2022-01-14,2022-01-14,2022-01-14,2022-01-14,1.6
001932,2022-01-22,2022-01-22,2022-01-22,2022-01-22,2022-01-22,1.9
001935,2022-03-29,2022-03-29,2022-03-29,2022-03-29,2022-03-29,2.7
001938,2021-03-NONE,2021-03-NONE,2021-03-NONE,2021-03-NONE,2021-03-NONE,3.5
001941,2022-05-27,2022-05-27,2022-05-27,2022-05-27,2022-05-27,2.6
001944,2023-09-29,NONE,NONE,NONE,NONE,14.3
001949,2023-07-16,2023-07-16,2023-07-16,2023-07-16,2023-07-16,3.0
001952,2022-09-16,2022-09-16,2022-09-16,2022-09-16,2022-09-16,3.1
001955,2021-10-NONE,2021-10-NONE,2021-10-NONE,2021-10-NONE,2021-10-NONE,5.9
001958,2020-11-13,2020-11-13,2020-11-13,2020-11-13,2020-11-13,3.9
001961,2027-03-21,2027-03-21,2027-03-21,2027-03-21,2027-03-21,2.2
001966,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-12,1.8
001969,2021-08-NONE,2030-02-02,2030-02-02,2030-02-02,2030-02-02,11.3
001972,2023-03-15,2023-03-15,2023-03-15,2023-03-15,2023-03-15,2.7
001975,2021-02-26,2026-02-21,2026-02-21,2026-02-21,2026-02-21,3.5
001978,2020-11-04,2020-11-04,2020-11-04,2020-11-04,2020-11-04,1.6
001981,2022-10-15,2019-01-11,2019-01-11,2019-01-11,2019-01-11,2.6
001984,2022-01-19,2022-01-19,2022-01-19,2022-01-19,2022-01-19,2.9
001987,2021-12-28,NONE,NONE,NONE,NONE,25.9
001990,2022-11-23,2022-11-23,2022-11-23,2022-11-23,2022-11-23,3.9
001993,2021-10-29,2021-10-29,2021-10-29,2021-10-29,2021-10-29,4.5
001996,2021-12-18,2021-12-18,2021-12-18,2021-12-18,2021-12-18,2.1
001999,2021-04-24,2021-04-24,2021-04-24,2021-04-24,2021-04-24,4.6
002002,2022-01-27,2022-01-27,2022-01-27,2022-01-27,2022-01-27,1.9
002005,2022-07-27,2022-07-27,2022-07-27,2022-07-27,2022-07-27,1.8
002008,2022-01-14,2029-12-NONE,2029-12-NONE,2029-12-NONE,2029-12-NONE,3.9
002011,2020-06-30,NONE,NONE,NONE,NONE,17.4
002014,2023-06-28,2023-06-28,2023-06-28,2023-06-28,2023-06-28,4.1
002017,2021-10-23,2021-10-23,2021-10-23,2021-10-23,2021-10-23,2.0
002020,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2.6
002023,2020-11-10,2020-11-10,2020-11-10,2020-11-10,2020-11-10,2.0
002026,NONE,2020-01-03,2020-01-03,2020-01-03,2020-01-03,3.6
002029,2020-11-22,2020-11-22,2020-11-22,2020-11-22,2020-11-22,2.5
002032,2022-03-22,2022-03-22,2022-03-22,2022-03-22,2022-03-22,3.8
002035,2017-12-20,2017-12-20,2017-12-20,2017-12-20,2017-12-20,1.8
002038,2020-11-26,2020-11-26,2020-11-26,2020-11-26,2020-11-26,4.1
002041,2020-08-27,2020-08-27,2020-08-27,2020-08-27,2020-08-27,5.3
002044,2019-12-20,2019-12-20,2019-12-20,2019-12-20,2019-12-20,2.3
002047,2021-07-31,2021-07-31,2021-07-31,2021-07-31,2021-07-31,2.5
002050,2021-03-25,2021-03-25,2021-03-25,2021-03-25,2021-03-25,7.9
002053,2020-08-11,2020-08-11,2020-08-11,2020-08-11,2020-08-11,4.2
002056,2021-12-17,2021-12-17,2021-12-17,2021-12-17,2021-12-17,1.5
002059,2022-06-22,2022-06-22,2022-06-22,2022-06-22,2022-06-22,3.9
002062,2023-02-NONE,2020-02-NONE,2020-02-NONE,2023-02-NONE,2023-02-NONE,2.9
002065,2021-09-03,2021-09-03,2021-09-03,2021-09-03,2021-09-03,3.9
002070,2022-03-24,2022-03-24,2022-03-24,2022-03-24,2022-03-24,2.8
002073,2024-12-21,2024-12-21,2024-12-21,2024-12-21,2024-12-21,2.5
002076,2022-03-04,2022-03-04,2022-03-04,2022-03-04,2022-03-04,3.5
002079,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,1.5
002084,2020-11-06,2020-03-13,2020-03-13,2020-11-06,2020-11-06,3.8
002087,2021-09-03,2021-09-03,2021-09-03,2021-09-03,2021-09-03,1.5
002090,2021-11-09,2021-11-09,2021-11-09,2021-11-09,2021-11-09,2.9
002093,2021-11-17,2021-11-17,2021-11-17,2021-11-17,2021-11-17,3.1
002096,2022-06-16,2022-06-16,2022-06-16,2022-06-16,2022-06-16,1.4
002099,2021-05-25,2021-05-25,2021-05-25,2021-05-25,2021-05-25,2.2
002102,2021-12-25,2021-02-11,2021-02-11,2021-12-19,2021-12-19,2.7
002105,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2021-01-28,2.5
002108,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,3.7
002111,2022-08-25,2022-08-25,2022-08-25,2022-08-25,2022-08-25,1.0
002114,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,1.6
002117,2020-07-05,2020-07-05,2020-07-05,2020-07-05,2020-07-05,4.1
002120,2020-07-20,2020-07-20,2020-07-20,2020-07-20,2020-07-20,1.6
002123,2020-11-02,2020-11-02,2020-11-02,2020-11-02,2020-11-02,2.9
002126,2021-04-21,2021-04-02,2021-04-02,2021-04-02,2021-04-02,2.0
002129,2021-08-12,2021-08-12,2021-08-12,2021-08-12,2021-08-12,1.7
002132,2021-10-04,2021-10-04,2021-10-04,2021-10-04,2021-10-04,1.3
002135,2022-11-02,2022-11-02,2022-11-02,2022-11-02,2022-11-02,4.0
002138,2021-06-29,2021-06-29,2021-06-29,2021-06-29,2021-06-29,2.8
002141,2021-04-11,2021-04-11,2021-04-11,2021-04-11,2021-04-11,1.3
002144,2021-07-13,2021-07-13,2021-07-13,2021-07-13,2021-07-13,3.4
002147,2022-07-26,2022-07-02,2022-07-02,2022-07-02,2022-07-02,2.1
002150,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2.6
002155,2021-05-21,2021-05-21,2021-05-21,2021-05-21,2021-05-21,2.7
002158,NONE-04-13,NONE-04-13,NONE-04-13,NONE-04-13,NONE-04-13,3.9
002161,2021-04-08,2021-04-08,2021-04-08,2021-04-08,2021-04-08,20.1
002166,2021-04-12,2021-04-12,2021-04-12,2021-04-12,2021-04-12,2.0
002169,2020-01-15,2020-01-15,2020-01-15,2020-01-15,2020-01-15,2.9
002172,2020-06-24,2020-06-24,2020-06-24,2020-06-24,2020-06-24,3.9
002175,2021-09-05,2021-09-05,2021-09-05,2021-09-05,2021-09-05,1.7
002178,2022-05-19,2022-05-19,2022-05-19,2022-05-19,2022-05-19,2.5
002181,2018-12-04,2018-12-04,2018-12-04,2018-12-04,2018-12-04,5.0
002184,2020-09-25,2020-09-25,2020-09-25,2020-09-25,2020-09-25,3.4
002187,2020-06-10,2020-06-10,2020-06-10,2020-06-10,2020-06-10,2.0
002190,2022-02-04,NONE,NONE,NONE,NONE,7.1
002193,2020-06-10,2020-06-10,2020-06-10,2020-06-10,2020-06-10,1.5
002196,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2.3
002199,2021-08-05,2021-08-05,2021-08-05,2021-08-05,2021-08-05,1.6
002202,2020-10-08,2020-05-02,2020-05-02,2020-05-02,2020-05-02,5.5
002207,2020-06-11,2020-06-11,2020-06-11,2020-06-11,2020-06-11,10.2
002211,2020-09-22,2020-09-22,2020-09-22,2020-09-22,2020-09-22,6.5
002214,2020-10-16,2020-10-16,2020-10-16,2020-10-16,2020-10-16,7.1
002217,2023-05-NONE,2023-05-NONE,2023-05-NONE,2023-05-NONE,2023-05-NONE,3.0
002220,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-09-30,3.5
002223,2021-02-07,2021-02-07,2021-02-07,2021-02-07,2021-02-07,7.6
002226,2023-03-03,2023-03-03,2023-03-03,2023-03-03,2023-03-03,25.1
002229,2023-03-28,2023-03-28,2023-03-28,2023-03-28,2023-03-28,2.0
002232,2022-12-20,2022-12-20,2022-12-20,2022-12-20,2022-12-20,1.8
002235,2022-02-22,2022-02-22,2022-02-22,2022-02-22,2022-02-22,2.7
002238,2022-06-30,2022-06-30,2022-06-30,2022-06-30,2022-06-30,3.2
002241,2021-05-26,NONE,NONE,NONE,NONE,11.2
002246,2021-07-22,2021-07-22,2021-07-22,2021-07-22,2021-07-22,1.9
002249,2021-10-20,2021-10-20,2021-10-20,2021-10-20,2021-10-20,3.9
002252,2022-01-04,2022-01-04,2022-01-04,2022-01-04,2022-01-04,5.6
002257,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2021-04-30,1.9
002260,2022-12-15,2022-12-15,2022-12-15,2022-12-15,2022-12-15,2.1
002263,2021-12-01,2021-12-NONE,2021-12-NONE,2021-12-NONE,2021-12-NONE,2.3
002266,NONE-03-05,NONE-03-05,NONE-03-05,NONE-03-05,NONE-03-05,2.9
002269,2021-03-16,2021-03-16,2021-03-16,2021-03-16,2021-03-16,2.3
002272,2021-08-02,2021-08-02,2021-08-02,2021-08-02,2021-08-02,2.6
002277,2023-07-NONE,2025-07-NONE,2025-07-NONE,2025-07-NONE,2025-07-NONE,13.5
002280,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2.9
002285,2022-01-06,2021-01-07,2021-01-07,2021-01-07,2021-01-07,3.5
002288,2024-12-18,2021-12-18,2021-12-18,2021-12-18,2021-12-18,1.7
002291,2021-09-10,2021-09-10,2021-09-10,2021-09-10,2021-09-10,1.7
002294,2022-09-22,2022-09-22,2022-09-22,2022-09-22,2022-09-22,2.7
002297,2022-06-06,2022-06-06,2022-06-06,2022-06-06,2022-06-06,2.1
002300,2022-01-31,2022-01-31,2022-01-31,2022-01-31,2022-01-31,1.8
002303,2022-02-03,2022-02-03,2022-02-03,2022-02-03,2022-02-03,2.7
002306,2021-11-23,2021-11-23,2021-11-23,2021-11-23,2021-11-23,1.3
002311,2020-08-17,2020-08-17,2020-08-17,2020-08-17,2020-08-17,2.5
002315,2022-06-15,2022-06-15,2022-06-15,2022-06-15,2022-06-15,11.6
002318,2020-12-03,2020-12-03,2020-12-03,2020-12-03,2020-12-03,1.6
002321,2022-11-04,2022-11-04,2022-11-04,2022-11-04,2022-11-04,1.8
002324,2020-09-06,2020-09-06,2020-09-06,2020-09-06,2020-09-06,1.4
002327,2022-10-23,2022-10-23,2022-10-23,2022-10-23,2022-10-23,2.3
002331,2021-12-16,2021-12-16,2021-12-16,2021-12-16,2021-12-16,1.9
002334,2021-10-04,2021-10-04,2021-10-04,2021-10-04,2021-10-04,2.0
002337,2023-01-05,2023-01-05,2023-01-05,2023-01-05,2023-01-05,1.5
002340,2021-12-28,2021-12-28,2021-12-28,2021-12-28,2021-12-28,3.4
002345,NONE-02-12,2020-05-12,2020-05-12,2020-05-12,2020-05-12,2.4
002348,2021-10-04,2021-10-04,2021-10-04,2021-10-04,2021-10-04,1.7
002353,2021-10-22,2021-10-22,2021-10-22,2021-10-22,2021-10-22,2.4
002356,2021-02-12,2021-02-12,2021-02-12,2021-02-12,2021-02-12,1.4
002359,2021-06-10,2021-06-10,2021-06-10,2021-06-10,2021-06-10,2.3
002362,NONE,2019-12-10,2019-12-10,2019-12-10,2019-12-10,3.8
002365,2021-12-22,2021-12-22,2021-12-22,2021-12-22,2021-12-22,1.8
002368,2022-01-16,2022-01-16,2022-01-16,2022-01-16,2022-01-16,2.5
002371,2022-11-12,2022-11-12,2022-11-12,2022-11-12,2022-11-12,2.1
002374,2021-12-27,2028-10-NONE,2028-10-NONE,2028-10-NONE,2028-10-NONE,1.8
002377,2022-12-21,2022-12-21,2022-12-21,2022-12-21,2022-12-21,2.4
002380,2022-10-20,2022-10-20,2022-10-20,2022-10-20,2022-10-20,3.8
002383,2020-10-08,2020-10-08,2020-10-08,2020-10-08,2020-10-08,4.6
002388,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2.0
002391,2021-03-18,2021-03-NONE,2021-03-NONE,2021-03-NONE,2021-03-NONE,2.9
002394,2020-07-01,NONE,NONE,NONE,NONE,10.1
002397,2022-01-25,2022-01-25,2022-01-25,2022-01-25,2022-01-25,7.0
002400,2023-01-05,2023-01-05,2023-01-05,2023-01-05,2023-01-05,2.6
002403,2022-10-02,NONE,NONE,NONE,NONE,20.8
002406,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,1.9
002411,2023-01-12,2023-01-12,2023-01-12,2023-01-12,2023-01-12,1.6
002414,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2.7
002417,2021-12-25,2021-12-25,2021-12-25,2021-12-25,2021-12-25,2.1
002420,2020-10-23,2020-10-23,2020-10-23,2020-10-23,2020-10-23,1.1
002423,2023-02-07,2023-02-07,2023-02-07,2023-02-07,2023-02-07,3.2
002426,2021-01-18,2021-01-18,2021-01-18,2021-01-18,2021-01-18,2.1
002429,2022-07-03,2022-07-03,2022-07-03,2022-07-03,2022-07-03,3.1
002432,NONE,2020-07-16,2020-07-16,2020-07-16,2020-07-16,12.1
002435,2021-06-03,2021-06-03,2021-06-03,2021-06-03,2021-06-03,3.4
002438,2020-09-13,2020-09-13,2020-09-13,2020-09-13,2020-09-13,6.2
002441,2021-08-03,2021-08-03,2021-08-03,2021-08-03,2021-08-03,2.6
002444,2021-11-11,NONE,NONE,NONE,NONE,9.1
002447,2021-02-04,2021-02-04,2021-02-04,2021-02-04,2021-02-04,2.4
002452,2021-12-22,NONE,NONE,NONE,NONE,30.2
002455,2023-02-NONE,2023-02-NONE,2023-02-NONE,2023-02-NONE,2023-02-NONE,6.1
002458,2022-04-NONE,2022-04-NONE,2022-04-NONE,2022-04-NONE,2022-04-NONE,25.1
002461,2021-10-31,2021-10-31,2021-10-31,2021-10-31,2021-10-31,2.8
002464,2022-05-NONE,2022-05-NONE,2022-05-NONE,2022-05-NONE,2022-05-NONE,2.4
002468,2021-05-18,2021-05-18,2021-05-18,2021-05-18,2021-05-18,2.1
002475,2021-03-13,2021-03-13,2021-03-13,2021-03-13,2021-03-13,3.5
002478,2023-03-15,2023-03-15,2023-03-15,2023-03-15,2023-03-15,1.8
002481,2021-03-28,2021-03-28,2021-03-28,2021-03-28,2021-03-28,4.4
002484,2021-05-05,NONE,NONE,NONE,NONE,8.1
002487,NONE,2021-02-06,2021-02-06,2021-02-06,2021-02-06,1.2
002490,2021-04-18,2021-04-18,2021-04-18,2021-04-18,2021-04-18,2.5
002494,2022-02-10,2022-02-10,2022-02-10,2022-02-10,2022-02-10,2.2
002497,2023-01-24,2024-09-NONE,2024-09-NONE,2024-09-NONE,2024-09-NONE,2.4
002500,2021-08-21,2021-08-21,2021-08-21,2021-08-21,2021-08-21,6.4
002503,2022-01-24,2022-01-24,2022-01-24,2022-01-24,2022-01-24,2.6
002506,2021-08-08,2021-08-08,2021-08-08,2021-08-08,2021-08-08,4.5
002509,2021-11-09,2021-11-09,2021-11-09,2021-11-09,2021-11-09,2.2
002512,2021-11-04,2021-11-04,2021-11-04,2021-11-04,2021-11-04,3.0
002515,2022-02-16,2022-02-16,2022-02-16,2022-02-16,2022-02-16,1.9
002518,2023-01-25,2023-01-25,2023-01-25,2023-01-25,2023-01-25,2.3
002521,2023-10-02,2023-10-02,2023-10-02,2023-10-02,2023-10-02,1.8
002524,2023-01-25,2023-01-25,2023-01-25,2023-01-25,2023-01-25,1.6
002527,2023-02-15,2023-02-15,2023-02-15,2023-02-15,2023-02-15,1.5
002530,2022-01-19,2022-01-19,2022-01-19,2022-01-19,2022-01-19,2.9
002533,2022-06-30,2022-06-30,2022-06-30,2022-06-30,2022-06-30,1.9
002536,2021-09-22,2021-09-22,2021-09-22,2021-09-22,2021-09-22,12.1
002539,2021-08-05,2021-08-NONE,2021-08-NONE,2021-08-NONE,2021-08-NONE,12.3
002542,2021-10-17,2021-10-17,2021-10-17,2021-10-17,2021-10-17,2.2
002545,2021-03-21,2021-03-NONE,2021-03-NONE,2021-03-NONE,2021-03-NONE,10.0
002548,2021-04-02,NONE,NONE,NONE,NONE,27.3
002551,2021-09-30,2021-09-30,2021-09-30,2021-09-30,2021-09-30,2.5
002554,2021-11-18,2021-11-18,2021-11-18,2021-11-18,2021-11-18,3.0
002557,2021-11-17,2021-11-17,2021-11-17,2021-11-17,2021-11-17,2.1
002560,2022-10-21,2022-10-21,2022-10-21,2022-10-21,2022-10-21,2.6
002563,2021-08-29,2021-08-29,2021-08-29,2021-08-29,2021-08-29,2.2
002566,2021-10-15,2021-10-15,2021-10-15,2021-10-15,2021-10-15,2.9
002569,2022-04-04,2022-04-04,2022-04-04,2022-04-04,2022-04-04,1.1
002574,2021-12-16,2021-12-16,2021-12-16,2021-12-16,2021-12-16,2.1
002577,2020-02-18,2020-02-18,2020-02-18,2020-02-18,2020-02-18,3.0
002580,2021-11-17,2021-11-17,2021-11-17,2021-11-17,2021-11-17,3.8
002583,2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,1.7
002586,NONE-12-22,NONE-12-22,NONE-12-22,NONE-12-22,NONE-12-22,5.1
002591,2023-10-27,2023-10-27,2023-10-27,2023-10-27,2023-10-27,2.2
002594,2022-08-05,2022-08-05,2022-08-05,2022-08-05,2022-08-05,2.7
002597,2022-10-22,2022-10-22,2022-10-22,2022-10-22,2022-10-22,1.9
002600,NONE,2020-10-21,2020-10-21,2020-10-21,2020-10-21,1.5
002603,2022-07-07,2022-07-07,2022-07-07,2022-07-07,2022-07-07,1.8
002606,2022-04-02,2022-04-02,2022-04-02,2022-04-02,2022-04-02,2.5
002609,2022-01-17,2022-01-17,2022-01-17,2022-01-17,2022-01-17,1.3
002613,2023-04-NONE,2023-04-NONE,2023-04-NONE,2023-04-NONE,2023-04-NONE,3.2
002616,2022-12-21,2022-12-21,2022-12-21,2022-12-21,2022-12-21,2.7
002619,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2022-03-31,2.5
002622,2023-12-21,2023-12-21,2023-12-21,2023-12-21,2023-12-21,3.6
002625,2021-06-22,2021-06-22,2021-06-22,2021-06-22,2021-06-22,2.8
002628,2021-12-08,2021-12-08,2021-12-08,2021-12-08,2021-12-08,1.6
002631,2022-01-20,2022-01-20,2022-01-20,2022-01-20,2022-01-20,6.3
002634,2022-02-03,2022-02-03,2022-02-03,2022-02-03,2022-02-03,4.5
002637,2022-11-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,3.3
002640,2021-12-04,2021-12-04,2021-12-04,2021-12-04,2021-12-04,2.7
002643,2022-11-NONE,2022-11-NONE,2022-11-NONE,2022-11-NONE,2022-11-NONE,12.5
002646,2021-12-14,2021-12-14,2021-12-14,2021-12-14,2021-12-14,3.8
002649,2021-07-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,2.5
002652,2021-08-18,2021-08-18,2021-08-18,2021-08-18,2021-08-18,1.6
002655,2021-03-25,2021-03-20,2021-03-20,2021-03-20,2021-03-20,2.0
002658,2021-07-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,3.6
002665,2021-03-26,2021-03-26,2021-03-26,2021-03-26,2021-03-26,1.7
002668,2021-09-09,2021-09-09,2021-09-09,2021-09-09,2021-09-09,1.4
002671,2021-04-05,2021-04-05,2021-04-05,2021-04-05,2021-04-05,3.0
002674,2021-04-25,2021-04-25,2021-04-25,2021-04-25,2021-04-25,1.2
002677,2021-08-04,2021-08-04,2021-08-04,2021-08-04,2021-08-04,1.2
002680,2021-10-29,2021-10-29,2021-10-29,2021-10-29,2021-10-29,3.1
002683,2021-12-03,2021-12-03,2021-12-03,2021-12-03,2021-12-03,1.8
002686,2021-11-05,2021-11-05,2021-11-05,2021-11-05,2021-11-05,2.6
002689,2021-03-15,2021-03-15,2021-03-15,2021-03-15,2021-03-15,1.2
002692,2021-03-10,2021-03-10,2021-03-10,2021-03-10,2021-03-10,1.8
002695,2022-01-14,2022-01-14,2022-01-14,2022-01-14,2022-01-14,10.2
002698,2021-11-29,2021-11-29,2021-11-29,2021-11-29,2021-11-29,2.0
002701,2022-12-16,2022-12-16,2022-12-16,2022-12-16,2022-12-16,4.2
002704,2022-10-29,2022-10-02,2022-10-02,2022-10-02,2022-10-02,4.6
002707,2022-01-20,NONE,NONE,NONE,NONE,23.8
002710,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2021-10-28,3.9
002713,2021-10-22,2021-12-12,2021-12-12,2021-12-12,2021-12-12,3.1
002716,2021-12-15,2021-12-15,2021-12-15,2021-12-15,2021-12-15,2.0
002719,2026-01-09,2026-01-09,2026-01-09,2026-01-09,2026-01-09,2.2
002722,2022-12-30,2022-12-30,2022-12-30,2022-12-30,2022-12-30,2.2
002725,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2.3
002728,2021-11-04,2021-11-04,2021-11-04,2021-11-04,2021-11-04,3.1
002731,2021-04-18,2021-04-18,2021-04-18,2021-04-18,2021-04-18,2.8
002734,2022-02-04,2022-02-04,2022-02-04,2022-02-04,2022-02-04,2.1
002737,2021-06-12,NONE-12-06,NONE-12-06,NONE-12-06,NONE-12-06,6.1
002741,2021-12-18,2021-12-18,2021-12-18,2021-12-18,2021-12-18,1.8
002745,2024-04-06,2024-04-06,2024-04-06,2024-04-06,2024-04-06,2.0
002748,2022-11-12,2022-11-12,2022-11-12,2022-11-12,2022-11-12,3.1
002752,2022-01-NONE,2022-01-NONE,2022-01-NONE,2022-01-NONE,2022-01-NONE,2.4
002755,2021-05-16,2022-12-01,2022-12-01,2022-12-01,2022-12-01,7.6
002758,2022-09-10,2022-09-10,2022-09-10,2022-09-10,2022-09-10,3.2
002763,2021-11-06,2021-11-06,2021-11-06,2021-11-06,2021-11-06,4.8
002766,2021-03-16,NONE,NONE,NONE,NONE,10.3
002769,2021-12-08,2021-12-08,2021-12-08,2021-12-08,2021-12-08,1.6
002772,2024-05-NONE,2024-05-NONE,2024-05-NONE,2024-05-NONE,2024-05-NONE,3.0
002775,2021-10-08,NONE,NONE,NONE,NONE,13.0
002778,2021-10-02,2021-10-02,2021-10-02,2021-10-02,2021-10-02,3.8
002781,2021-04-06,2021-04-06,2021-04-06,2021-04-06,2021-04-06,3.0
002784,2021-04-18,NONE-11-01,NONE-11-01,NONE-11-01,NONE-11-01,5.7
002789,2021-04-03,2021-04-03,2021-04-03,2021-04-03,2021-04-03,3.7
