image_id,label,old,tags,kct,kct_tier,sec
002751,2022-02-20,2022-02-20,2,2022-02-20,2022-02-20,2.5
002754,2021-05-29,2021-05-29,,2021-05-29,2021-05-29,4.2
002757,2022-09-10,2022-09-10,,2022-09-10,2022-09-10,3.0
002760,2021-05-12,2021-05-12,,2021-05-12,2021-05-12,1.8
002764,2021-11-06,2021-11-06,,2021-11-06,2021-11-06,2.7
002767,2021-12-01,2021-12-01,,2021-12-01,2021-12-01,2.1
002770,2021-10-11,2021-10-11,,2021-10-11,2021-10-11,2.8
002773,2024-05-NONE,2024-05-20,,2024-05-20,2024-05-20,2.7
002776,2021-09-15,2021-09-15,,2021-09-15,2021-09-15,2.2
002779,2021-10-02,2021-10-02,,2021-10-02,2021-10-02,2.5
002782,2021-04-22,2021-04-22,,2021-04-22,2021-04-22,11.4
002786,2022-06-22,2022-06-22,2,2022-06-22,2022-06-22,7.2
002790,2021-12-06,2021-12-06,,2021-12-06,2021-12-06,1.8
002793,2022-10-05,2022-10-05,,2022-10-05,2022-10-05,1.4
002796,2021-03-18,2021-03-18,,2021-03-18,2021-03-18,1.5
002799,2021-12-27,2021-12-27,2,2021-12-27,2021-12-27,4.6
002804,2021-04-19,2021-04-19,,2021-04-19,2021-04-19,1.5
002808,2021-12-29,2021-12-22,,2021-12-22,2021-12-22,1.6
002811,2023-01-13,2023-01-13,,2023-01-13,2023-01-13,4.6
002816,2021-06-28,2020-02-10,2,2020-02-10,2020-02-10,7.5
002819,2022-12-01,2022-12-01,,2022-12-01,2022-12-01,2.0
002822,2021-10-07,2021-10-07,,2021-10-07,2021-10-07,3.1
002827,2021-07-03,NONE,,NONE,NONE,7.7
002830,2022-05-21,2022-05-21,,2022-05-21,2022-05-21,4.0
002833,2021-08-30,2021-08-30,,2021-08-30,2021-08-30,1.8
002837,2022-08-02,2022-08-02,,2022-08-02,2022-08-02,2.3
002842,2023-09-22,2023-09-22,,2023-09-22,2023-09-22,1.8
002845,2020-03-09,2020-03-09,,2020-03-09,2020-03-09,3.9
002848,2021-12-30,NONE,,NONE,NONE,14.3
002851,2021-08-02,2021-08-02,,2021-08-02,2021-08-02,3.1
002854,2021-08-11,2021-08-11,,2021-08-11,2021-08-11,9.0
002857,2023-06-02,2023-06-02,,2023-06-02,2023-06-02,6.7
002861,2021-03-25,2021-03-25,,2021-03-25,2021-03-25,2.8
002864,2023-03-02,2023-03-02,,2023-03-02,2023-03-02,1.7
002869,2021-08-04,2021-08-04,,2021-08-04,2021-08-04,6.0
002872,2021-04-07,2021-04-07,,2021-04-07,2021-04-07,2.4
002877,2022-12-04,2022-12-04,,2022-12-04,2022-12-04,2.3
002881,2021-04-13,2021-04-13,2,2021-04-13,2021-04-13,2.4
002884,2022-07-20,2022-07-20,,2022-07-20,2022-07-20,2.5
002888,2021-07-15,2021-07-15,,2021-07-15,2021-07-15,1.5
002891,2021-11-11,2021-11-11,,2021-11-11,2021-11-11,2.1
002895,2024-02-13,2024-02-13,,2024-02-13,2024-02-13,1.5
002898,2021-11-09,2021-11-09,,2021-11-09,2021-11-09,1.7
002901,2022-08-03,2022-08-03,,2022-08-03,2022-08-03,1.2
002904,2023-03-NONE,NONE,,NONE,NONE,19.3
002907,2021-10-30,2021-10-30,2,2021-10-30,2021-10-30,8.4
002910,2021-07-21,2021-07-21,,2021-07-21,2021-07-21,1.7
002913,2020-11-18,2020-11-18,,2020-11-18,2020-11-18,2.7
002917,2021-04-30,2021-04-30,,2021-04-30,2021-04-30,4.7
002920,2021-09-11,2021-09-11,,2021-09-11,2021-09-11,1.9
002924,2021-06-13,2021-06-13,,2021-06-13,2021-06-13,2.7
002929,2022-09-27,2022-09-27,,2022-09-27,2022-09-27,1.5
002934,2022-02-02,2022-02-02,,2022-02-02,2022-02-02,4.8
002937,2021-11-11,2021-11-11,,2021-11-11,2021-11-11,5.3
002940,2022-07-29,2029-07-02,,2029-07-02,2029-07-02,2.6
002943,2020-06-23,2020-06-23,,2020-06-23,2020-06-23,1.3
002946,2021-09-25,2021-09-25,,2021-09-25,2021-09-25,2.1
002950,2021-04-30,2021-04-30,,2021-04-30,2021-04-30,2.0
002953,2020-05-28,2020-05-28,,2020-05-28,2020-05-28,1.9
002958,2022-07-27,2022-07-27,,2022-07-27,2022-07-27,1.9
002961,2021-11-21,2021-11-21,,2021-11-21,2021-11-21,8.0
002965,2022-09-03,2022-09-03,,2022-09-03,2022-09-03,3.7
002968,2021-05-28,2021-05-28,,2021-05-28,2021-05-28,1.8
002972,2022-03-20,2022-03-20,,2022-03-20,2022-03-20,4.2
002975,2022-03-15,2022-03-15,2,2022-03-15,2022-03-15,1.8
002978,2020-07-20,2020-07-20,,2020-07-20,2020-07-20,4.7
002981,2021-12-17,2021-12-17,,2021-12-17,2021-12-17,2.6
002984,2021-05-01,2021-05-01,,2021-05-01,2021-05-01,2.0
002987,2022-04-01,2022-04-01,,2022-04-01,2022-04-01,2.3
002990,2021-03-20,2021-09-05,,2021-09-05,2021-09-05,2.2
002994,2022-07-13,2022-07-13,,2022-07-13,2022-07-13,2.3
002998,2021-10-07,2021-10-07,,2021-10-07,2021-10-07,1.4
003001,2021-12-05,2021-12-05,,2021-12-05,2021-12-05,2.0
003004,2023-05-NONE,2023-05-NONE,,2023-05-NONE,2023-05-NONE,28.2
003007,2021-11-30,2021-11-30,,2021-11-30,2021-11-30,2.0
003010,2021-12-11,2021-01-12,,2021-01-12,2021-01-12,16.2
003014,2021-06-12,NONE,,NONE,NONE,14.3
003017,2022-02-23,2022-02-23,,2022-02-23,2022-02-23,3.8
003021,2021-03-23,2021-03-02,,2021-03-02,2021-03-02,4.0
003025,2021-09-13,2021-09-13,,2021-09-13,2021-09-13,1.7
003028,2021-09-28,2021-09-28,,2021-09-28,2021-09-28,2.4
003031,2020-07-14,2020-07-14,,2020-07-14,2020-07-14,1.4
003034,2022-11-21,2022-11-21,,2022-11-21,2022-11-21,1.9
003038,2021-02-18,2021-02-18,,2021-02-18,2021-02-18,2.8
003041,2022-01-17,2022-01-17,,2022-01-17,2022-01-17,3.3
003045,2022-05-02,2022-05-02,,2022-05-02,2022-05-02,2.2
003048,2021-04-07,2021-04-07,,2021-04-07,2021-04-07,1.8
003052,2020-12-19,2020-12-19,,2020-12-19,2020-12-19,1.8
003055,2021-03-06,2021-03-06,,2021-03-06,2021-03-06,3.6
003058,2022-02-19,2022-02-19,,2022-02-19,2022-02-19,1.9
003061,2022-03-05,2022-03-05,2,2022-03-05,2022-03-05,2.4
003065,NONE,2021-11-12,,2021-11-12,2021-11-12,2.2
003068,2021-06-15,2021-06-15,,2021-06-15,2021-06-15,1.7
003073,2021-08-25,2021-08-25,,2021-08-25,2021-08-25,2.1
003076,2021-01-16,2021-01-16,,2021-01-16,2021-01-16,3.3
003080,2021-11-01,2021-11-01,,2021-11-01,2021-11-01,2.3
003083,2021-12-02,2021-12-02,,2021-12-02,2021-12-02,2.6
003086,2021-06-27,2021-06-27,,2021-06-27,2021-06-27,1.5
003090,2021-09-15,2021-09-15,,2021-09-15,2021-09-15,3.4
003093,2023-01-03,2023-01-03,,2023-01-03,2023-01-03,1.6
003096,2022-10-12,2022-10-12,,2022-10-12,2022-10-12,2.1
003099,2022-08-07,2022-08-07,,2022-08-07,2022-08-07,2.0
003102,2022-03-29,2022-03-29,,2022-03-29,2022-03-29,6.9
003105,2023-12-06,2023-12-06,,2023-12-06,2023-12-06,1.7
003108,2022-07-16,2022-07-16,,2022-07-16,2022-07-16,2.5
003111,2021-06-09,NONE,,NONE,NONE,8.8
003114,2021-09-25,2021-09-25,,2021-09-25,2021-09-25,2.9
003118,2021-07-10,2021-07-10,,2021-07-10,2021-07-10,1.8
003121,2021-09-30,2021-09-30,,2021-09-30,2021-09-30,1.8
003125,2021-03-07,2021-03-07,,2021-03-07,2021-03-07,1.4
003128,2022-08-25,2022-08-25,,2022-08-25,2022-08-25,1.4
003131,2022-03-30,2022-03-30,,2022-03-30,2022-03-30,4.1
003134,2021-10-14,2021-10-14,,2021-10-14,2021-10-14,3.3
003137,2022-11-09,2022-11-09,,2022-11-09,2022-11-09,2.4
003141,2021-07-12,2021-01-13,2,2021-07-12,2021-07-12,2.0
003144,2022-01-11,2022-01-11,,2022-01-11,2022-01-11,1.8
003147,2021-04-22,2021-04-22,,2021-04-22,2021-04-22,2.3
003151,2021-12-10,2021-12-10,,2021-12-10,2021-12-10,2.2
003154,2021-07-11,2021-07-11,,2021-07-11,2021-07-11,1.4
003157,2021-10-26,2021-10-26,,2021-10-26,2021-10-26,2.1
003160,2021-06-13,2021-06-13,,2021-06-13,2021-06-13,2.0
003163,2021-02-16,2020-11-17,,2020-11-17,2020-11-17,3.5
003166,2021-07-NONE,2021-07-NONE,,2021-07-NONE,2021-07-NONE,3.3
003169,2018-04-21,2018-04-21,,2018-04-21,2018-04-21,4.6
003173,2022-05-NONE,2022-05-NONE,,2022-05-NONE,2022-05-NONE,1.8
003177,2021-03-25,2021-03-25,,2021-03-25,2021-03-25,2.2
003180,2021-07-08,2021-07-08,,2021-07-08,2021-07-08,1.9
003184,2021-06-28,2020-06-28,,2021-06-28,2021-06-28,1.9
003187,2022-01-17,2022-01-17,,2022-01-17,2022-01-17,2.4
003191,2021-11-19,2021-11-19,2,2021-11-19,2021-11-19,2.1
003194,2021-07-13,2021-07-13,,2021-07-13,2021-07-13,3.7
003198,2025-10-12,2025-10-12,,2025-10-12,2025-10-12,2.5
003201,2022-09-21,2022-09-21,,2022-09-21,2022-09-21,2.4
003205,2023-06-26,2023-06-26,,2023-06-26,2023-06-26,1.3
003208,2021-07-20,2021-07-20,,2021-07-20,2021-07-20,1.9
003211,2021-08-11,2021-08-11,,2021-08-11,2021-08-11,2.7
003214,2024-01-12,NONE,,NONE,NONE,11.2
003217,2022-01-15,2022-01-15,,2022-01-15,2022-01-15,2.8
003220,2021-09-13,2021-09-13,,2021-09-13,2021-09-13,1.5
003223,2022-06-14,2022-06-14,,2022-06-14,2022-06-14,2.5
003227,2022-01-29,2022-01-29,,2022-01-29,2022-01-29,1.8
003230,2022-03-28,NONE,,NONE,NONE,15.6
003233,2021-09-21,2021-09-21,,2021-09-21,2021-09-21,1.5
003237,2021-03-30,2021-03-30,,2021-03-30,2021-03-30,1.9
003241,2022-01-28,2022-01-28,,2022-01-28,2022-01-28,3.0
003244,2021-07-NONE,NONE-07-21,,NONE-07-21,NONE-07-21,14.7
003249,2023-02-01,2023-02-01,,2023-02-01,2023-02-01,1.6
003252,2023-04-NONE,2023-04-NONE,,2023-04-NONE,2023-04-NONE,2.9
003256,2022-04-01,2022-04-01,,2022-04-01,2022-04-01,3.7
003259,2022-02-10,NONE,,NONE,NONE,21.5
003262,2021-06-10,2021-06-10,,2021-06-10,2021-06-10,2.9
003265,2021-10-06,2021-10-06,,2021-10-06,2021-10-06,1.6
003269,2022-01-28,2022-01-28,,2022-01-28,2022-01-28,3.6
003272,2021-05-03,2021-05-03,,2021-05-03,2021-05-03,2.5
003275,2021-10-10,2021-10-10,,2021-10-10,2021-10-10,2.8
003278,2023-10-02,2023-10-02,,2023-10-02,2023-10-02,2.3
003281,2021-10-15,2021-10-15,,2021-10-15,2021-10-15,1.5
003284,2021-09-10,2021-09-10,,2021-09-10,2021-09-10,3.0
003288,2021-09-25,2021-09-25,2,2021-09-25,2021-09-25,2.5
003291,2022-12-22,2022-12-22,,2022-12-22,2022-12-22,1.6
003297,2021-10-21,2021-10-21,,2021-10-21,2021-10-21,1.7
003300,2023-06-11,2023-06-11,,2023-06-11,2023-06-11,1.4
003303,NONE,NONE,,NONE,NONE,12.2
003310,2020-08-29,2020-10-04,,2020-10-04,2020-10-04,2.1
003316,2022-02-07,2022-02-07,,2022-02-07,2022-02-07,4.1
003321,2021-09-01,2021-09-01,,2021-09-01,2021-09-01,2.1
003325,2021-06-01,NONE,,NONE,NONE,17.0
003328,2021-12-26,2021-12-26,,2021-12-26,2021-12-26,1.9
003331,2021-11-03,2021-11-03,t,2021-11-03,2021-11-03,2.5
003335,2021-07-02,2021-07-02,,2021-07-02,2021-07-02,1.4
003338,2021-06-01,NONE-06-01,,NONE-06-01,NONE-06-01,10.0
003341,2022-09-29,2022-09-29,,2022-09-29,2022-09-29,8.1
003344,2026-09-11,2026-09-11,,2026-09-11,2026-09-11,1.3
003349,2025-12-10,2025-01-10,2,2025-01-10,2025-01-10,12.6
