image_id,label,old,tags,base,ft_p2,ft_union,ft_fb,sec
001996,2021-12-18,2021-12-18,,2021-12-18,2021-12-18,2021-12-18,2021-12-18,2.5
001999,2021-04-24,2021-04-24,,2021-04-24,2021-04-24,2021-04-24,2021-04-24,6.4
002002,2022-01-27,2022-01-27,b,2022-01-27,2022-01-27,2022-01-27,2022-01-27,2.3
002005,2022-07-27,2022-07-27,,2022-07-27,2022-07-27,2022-07-27,2022-07-27,2.2
002009,2021-12-02,2021-12-02,,2021-12-02,2021-12-02,2021-12-02,2021-12-02,3.1
002014,2023-06-28,2023-06-28,,2023-06-28,2023-06-28,2023-06-28,2023-06-28,5.0
002018,2021-10-23,2021-10-23,,2021-10-23,2021-10-23,2021-10-23,2021-10-23,2.0
002023,2020-11-10,2020-11-10,,2020-11-10,2020-11-10,2020-11-10,2020-11-10,2.6
002026,NONE,2020-01-03,,2020-01-03,2020-01-03,2020-01-03,2020-01-03,5.1
002029,2020-11-22,2020-11-22,,2020-11-22,2020-11-22,2020-11-22,2020-11-22,3.3
002035,2017-12-20,2017-12-20,,2017-12-20,2017-12-20,2017-12-20,2017-12-20,3.4
002039,2021-12-03,2021-12-03,,2021-12-03,2021-12-03,2021-12-03,2021-12-03,3.1
002043,2019-12-20,2019-12-20,,2019-12-20,2019-12-20,2019-12-20,2019-12-20,2.5
002046,2021-12-10,2021-12-10,,2021-12-10,2021-12-10,2021-12-10,2021-12-10,3.6
002049,2021-03-25,2021-03-25,,2021-03-25,2021-03-25,2021-03-25,2021-03-25,9.9
002052,NONE-04-14,NONE,,NONE,NONE,NONE,NONE,16.9
002055,2021-12-NONE,NONE,,NONE,NONE,NONE,NONE,27.0
002059,2022-06-22,2022-06-22,,2022-06-22,2022-06-22,2022-06-22,2022-06-22,6.9
002062,2023-02-NONE,2020-02-NONE,,2023-02-NONE,2023-02-NONE,2023-02-NONE,2023-02-NONE,5.2
002065,2021-09-03,2021-09-03,,2021-09-03,2021-09-03,2021-09-03,2021-09-03,5.8
002068,2022-11-09,2022-11-09,d,2022-11-09,2022-11-09,2022-11-09,2022-11-09,2.4
002071,2022-03-24,2022-03-24,,2022-03-24,2022-03-24,2022-03-24,2022-03-24,3.6
002074,2020-05-28,2020-05-28,,2020-05-28,2020-05-28,2020-05-28,2020-05-28,1.9
002077,2020-10-21,2020-10-21,,2020-10-21,2020-10-21,2020-10-21,2020-10-21,1.5
002080,2021-01-03,2021-01-03,,2021-01-03,2021-01-03,2021-01-03,2021-01-03,2.4
002084,2020-11-06,2020-03-13,,2020-11-06,2020-11-06,2020-11-06,2020-11-06,4.8
002088,2021-09-03,2021-09-03,,2021-09-03,2021-09-03,2021-09-03,2021-09-03,2.5
002092,2021-09-21,2021-09-21,,2021-09-21,2021-09-21,2021-09-21,2021-09-21,2.9
002095,2021-04-28,2021-04-28,,2021-04-28,2021-04-28,2021-04-28,2021-04-28,2.2
002098,2021-05-25,2021-05-25,,2021-05-25,2021-05-25,2021-05-25,2021-05-25,2.1
002102,2021-12-25,2021-02-11,,2021-12-19,2021-12-19,2021-12-19,2021-12-19,2.4
002108,2020-09-01,2020-09-01,,2020-09-01,2020-09-01,2020-09-01,2020-09-01,3.9
002113,2022-03-12,2022-03-12,,2022-03-12,2022-03-12,2022-03-12,2022-03-12,1.9
002116,2020-07-05,2020-07-05,,2020-07-05,2020-07-05,2020-07-05,2020-07-05,6.5
002119,2021-01-03,2021-01-03,,2021-01-03,2021-01-03,2021-01-03,2021-01-03,7.1
002122,2021-10-09,2021-10-09,,2021-10-09,2021-10-09,2021-10-09,2021-10-09,4.3
002125,2021-04-21,2021-04-24,,2021-04-24,2021-04-24,2021-04-24,2021-04-24,4.5
002128,2021-08-12,2021-08-12,,2021-08-12,2021-08-12,2021-08-12,2021-08-12,3.6
002131,2021-11-01,2021-11-01,,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2.7
002134,2022-11-02,2022-11-02,,2022-11-02,2022-11-02,2022-11-02,2022-11-02,6.9
002137,2021-10-11,2021-10-11,,2021-10-11,2021-10-11,2021-10-11,2021-10-11,6.3
002140,2021-05-05,2021-05-05,,2021-05-05,2021-05-05,2021-05-05,2021-05-05,2.3
002144,2021-07-13,2021-07-13,,2021-07-13,2021-07-13,2021-07-13,2021-07-13,4.9
002147,2022-07-26,2022-07-02,,2022-07-02,2022-07-26,2022-07-26,2022-07-26,4.4
002150,2021-03-31,2021-03-31,,2021-03-31,2021-03-31,2021-03-31,2021-03-31,3.5
002154,2021-05-21,2021-05-21,,2021-05-21,2021-05-21,2021-05-21,2021-05-21,2.9
002157,2021-12-25,NONE,,NONE,NONE,NONE,NONE,13.9
002160,2021-04-08,2021-04-08,,2021-04-08,2021-04-08,2021-04-08,2021-04-08,7.0
002163,2023-06-18,NONE,?,NONE,NONE,NONE,NONE,19.6
002166,2021-04-12,2021-04-12,,2021-04-12,2021-04-12,2021-04-12,2021-04-12,2.2
002169,2020-01-15,2020-01-15,,2020-01-15,2020-01-15,2020-01-15,2020-01-15,4.9
002173,NONE-07-01,NONE-07-01,,NONE-07-01,NONE-07-01,NONE-07-01,NONE-07-01,3.1
002176,2021-02-11,2021-02-11,,2021-02-11,2021-02-11,2021-02-11,2021-02-11,4.1
002180,2022-01-19,2022-01-19,,2022-01-19,2022-01-19,2022-01-19,2022-01-19,6.5
002184,2020-09-25,2020-09-25,,2020-09-25,2020-09-25,2020-09-25,2020-09-25,3.6
002187,2020-06-10,2020-06-10,,2020-06-10,2020-06-10,2020-06-10,2020-06-10,2.9
002190,2022-02-04,NONE,b,NONE,NONE,NONE,NONE,10.9
002193,2020-06-10,2020-06-10,,2020-06-10,2020-06-10,2020-06-10,2020-06-10,2.0
002196,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2021-10-28,2021-10-28,2.5
002199,2021-08-05,2021-08-05,,2021-08-05,2021-08-05,2021-08-05,2021-08-05,1.9
002203,2021-01-08,2021-09-10,2,2021-09-10,2021-09-10,2021-09-10,2021-09-10,8.3
002208,2022-05-31,2022-05-31,,2022-05-31,2022-05-31,2022-05-31,2022-05-31,3.7
002212,2020-10-30,2020-10-30,,2020-10-30,2020-10-30,2020-10-30,2020-10-30,18.2
002215,2020-10-06,2020-10-16,,2020-10-16,2020-10-16,2020-10-16,2020-10-16,3.2
002218,2023-05-NONE,2023-05-NONE,,2023-05-NONE,2023-05-NONE,2023-05-NONE,2023-05-NONE,6.9
002221,2022-06-03,2022-06-03,,2022-06-03,2022-06-03,2022-06-03,2022-06-03,2.8
002224,2022-09-14,2022-09-14,,2022-09-14,2022-09-14,2022-09-14,2022-09-14,3.6
002227,2023-03-03,2023-03-03,,2023-03-03,2023-03-03,2023-03-03,2023-03-03,10.5
002230,2022-07-21,2022-07-21,,2022-07-21,2022-07-21,2022-07-21,2022-07-21,2.5
002233,2023-01-21,2023-01-21,,2023-01-21,2023-01-21,2023-01-21,2023-01-21,3.9
002236,2021-06-08,2021-06-08,,2021-06-08,2021-06-08,2021-06-08,2021-06-08,6.9
002240,2021-05-26,2021-05-26,,2021-05-26,2021-05-26,2021-05-26,2021-05-26,2.3
002244,2021-05-21,2021-05-21,2,2021-05-21,2021-05-21,2021-05-21,2021-05-21,9.4
002247,2021-09-07,2021-09-07,,2021-09-07,2021-09-07,2021-09-07,2021-09-07,2.8
002250,2021-05-09,2021-05-09,,2021-05-09,2021-05-09,2021-05-09,2021-05-09,15.3
002253,2022-01-04,2022-01-04,,2022-01-04,2022-01-04,2022-01-04,2022-01-04,3.1
002256,2021-04-30,2021-04-30,,2021-04-30,2021-04-30,2021-04-30,2021-04-30,3.3
002261,2022-01-11,2022-01-11,,2022-01-11,2022-01-11,2022-01-11,2022-01-11,2.8
002266,NONE-03-05,NONE-03-05,,NONE-03-05,NONE-03-05,NONE-03-05,NONE-03-05,5.2
002269,2021-03-16,2021-03-16,,2021-03-16,2021-03-16,2021-03-16,2021-03-16,1.7
002272,2021-08-02,2021-08-02,,2021-08-02,2021-08-02,2021-08-02,2021-08-02,2.7
002275,2023-12-22,2023-12-22,2,2023-12-22,2023-12-22,2023-12-22,2023-12-22,1.6
002278,2023-07-NONE,2023-07-NONE,,2023-07-NONE,2023-07-NONE,2023-07-NONE,2023-07-NONE,6.5
002286,2021-12-31,2021-12-31,,2021-12-31,2021-12-31,2021-12-31,2021-12-31,4.4
002290,2021-09-10,2021-09-10,,2021-09-10,2021-09-10,2021-09-10,2021-09-10,2.0
002293,2021-07-03,2021-07-03,,2021-07-03,2021-07-03,2021-07-03,2021-07-03,7.9
002297,2022-06-06,2022-06-06,,2022-06-06,2022-06-06,2022-06-06,2022-06-06,2.3
002300,2022-01-31,2022-01-31,,2022-01-31,2022-01-31,2022-01-31,2022-01-31,1.7
002304,2022-07-31,2022-07-31,,2022-07-31,2022-07-31,2022-07-31,2022-07-31,1.9
002307,2021-11-15,2020-02-02,,2020-02-02,2020-02-02,2020-02-02,2020-02-02,15.4
002310,NONE-03-13,NONE-03-01,2,NONE-03-01,NONE-03-13,NONE-03-13,NONE-03-13,3.3
002315,2022-06-15,2022-06-15,,2022-06-15,2022-06-15,2022-06-15,2022-06-15,20.6
002319,2020-10-29,2020-10-29,,2020-10-29,2020-10-29,2020-10-29,2020-10-29,2.4
002322,NONE-04-15,NONE-04-15,,NONE-04-15,NONE-04-15,NONE-04-15,NONE-04-15,13.0
002325,2020-09-06,2020-09-06,,2020-09-06,2020-09-06,2020-09-06,2020-09-06,2.4
002328,2021-10-20,2020-10-21,2,2020-10-21,2020-10-21,2020-10-21,2020-10-21,2.4
002331,2021-12-16,2021-12-16,,2021-12-16,2021-12-16,2021-12-16,2021-12-16,1.9
002336,2021-11-19,NONE-11-19,,2021-11-19,2021-11-19,2021-11-19,2021-11-19,2.7
002340,2021-12-28,2021-12-28,,2021-12-28,2021-12-28,2021-12-28,2021-12-28,5.6
002343,2022-04-09,2022-04-09,,2022-04-09,2022-04-09,2022-04-09,2022-04-09,5.4
002346,NONE-02-12,NONE,,NONE,NONE,NONE,NONE,12.2
002352,2021-09-13,2021-09-13,,2021-09-13,2021-09-13,2021-09-13,2021-09-13,3.3
002355,2021-02-12,2021-02-12,,2021-02-12,2021-02-12,2021-02-12,2021-02-12,2.7
002358,2021-10-10,2021-10-10,,2021-10-10,2021-10-10,2021-10-10,2021-10-10,2.5
002361,2019-12-10,2019-12-10,,2019-12-10,2019-12-10,2019-12-10,2019-12-10,3.2
002364,2021-08-04,2021-08-04,,2021-08-04,2021-08-04,2021-08-04,2021-08-04,2.6
002367,2020-10-01,2020-10-01,,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2.1
002370,2022-05-12,2022-05-12,,2022-05-12,2022-05-12,2022-05-12,2022-05-12,3.6
002373,2021-12-27,2028-10-NONE,,2028-10-NONE,2028-10-NONE,2028-10-NONE,2028-10-NONE,2.8
002376,2019-10-28,2019-10-28,,2019-10-28,2019-10-28,2019-10-28,2019-10-28,3.4
002379,2022-10-20,2022-10-20,,2022-10-20,2022-10-20,2022-10-20,2022-10-20,4.4
002383,2020-10-08,2020-10-08,,2020-10-08,2020-10-08,2020-10-08,2020-10-08,6.0
002386,2019-08-18,2019-08-18,2,2019-08-18,2019-08-18,2019-08-18,2019-08-18,4.3
002389,2021-08-04,2021-08-04,,2021-08-04,2021-08-04,2021-08-04,2021-08-04,2.7
002392,2021-07-21,2021-07-21,,2021-07-21,2021-07-21,2021-07-21,2021-07-21,5.8
002395,2023-11-11,2023-11-11,,2023-11-11,2023-11-11,2023-11-11,2023-11-11,3.2
002398,2021-09-18,2021-09-18,,2021-09-18,2021-09-18,2021-09-18,2021-09-18,3.2
002401,2022-11-04,2022-12-04,,2022-12-04,2022-12-04,2022-12-04,2022-12-04,9.9
002404,2022-10-02,NONE,,NONE,NONE,NONE,NONE,10.8
002407,2022-03-08,2022-03-08,,2022-03-08,2022-03-08,2022-03-08,2022-03-08,5.4
002410,2022-04-NONE,2022-04-NONE,,2022-04-NONE,2022-04-NONE,2022-04-NONE,2022-04-NONE,2.4
002413,2022-07-20,2022-07-20,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,3.3
002417,2021-12-25,2021-12-25,,2021-12-25,2021-12-25,2021-12-25,2021-12-25,1.7
002422,2023-02-07,2023-02-07,,2023-02-07,2023-02-07,2023-02-07,2023-02-07,2.9
002425,2022-06-09,2022-06-09,,2022-06-09,2022-06-09,2022-06-09,2022-06-09,2.5
002429,2022-07-03,2022-07-03,,2022-07-03,2022-07-03,2022-07-03,2022-07-03,3.5
002432,NONE,2020-07-16,,2020-07-16,2020-07-16,2020-07-16,2020-07-16,14.6
002437,2020-09-13,2020-09-13,,2020-09-13,2020-09-13,2020-09-13,2020-09-13,5.3
002441,2021-08-03,2021-08-03,,2021-08-03,2021-08-03,2021-08-03,2021-08-03,3.1
002445,2021-01-16,2021-01-16,,2021-01-16,2021-01-16,2021-01-16,2021-01-16,3.2
002449,2021-06-09,2021-06-09,2,2021-06-09,2021-06-09,2021-06-09,2021-06-09,2.4
002452,2021-12-22,NONE,,NONE,NONE,NONE,NONE,39.1
002455,2023-02-NONE,2023-02-NONE,,2023-02-NONE,2023-02-03,2023-02-03,2023-02-03,6.5
002458,2022-04-NONE,2022-04-NONE,,2022-04-NONE,2022-04-NONE,2022-04-NONE,2022-04-NONE,30.7
002461,2021-10-31,2021-10-31,,2021-10-31,2021-10-31,2021-10-31,2021-10-31,4.3
002464,2022-05-NONE,2022-05-NONE,,2022-05-NONE,2022-05-NONE,2022-05-NONE,2022-05-NONE,3.6
002467,2021-05-18,2021-05-18,2,2021-05-18,2021-05-18,2021-05-18,2021-05-18,3.6
002472,2021-03-18,2021-03-18,2,2021-03-18,2021-08-12,2021-08-12,2021-08-12,3.2
002475,2021-03-13,2021-03-13,,2021-03-13,2021-03-13,2021-03-13,2021-03-13,8.0
002478,2023-03-15,2023-03-15,,2023-03-15,2023-03-15,2023-03-15,2023-03-15,4.5
002481,2021-03-28,2021-03-28,,2021-03-28,2021-05-28,2021-05-28,2021-05-28,4.8
002484,2021-05-05,NONE,,NONE,NONE,NONE,NONE,10.1
002487,NONE,2021-02-06,m,2021-02-06,2021-02-06,2021-02-06,2021-02-06,2.4
002490,2021-04-18,2021-04-18,,2021-04-18,2021-04-01,2021-04-18,2021-04-01,2.3
002493,2022-02-10,2022-02-10,2,2022-02-10,2022-02-10,2022-02-10,2022-02-10,3.2
002496,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,2021-01-27,2021-01-27,1.6
002500,2021-08-21,2021-08-21,,2021-08-21,2021-08-21,2021-08-21,2021-08-21,7.5
002503,2022-01-24,2022-01-24,,2022-01-24,2022-01-24,2022-01-24,2022-01-24,2.7
002506,2021-08-08,2021-08-08,,2021-08-08,2021-08-08,2021-08-08,2021-08-08,3.2
002509,2021-11-09,2021-11-09,,2021-11-09,2021-11-09,2021-11-09,2021-11-09,2.0
002513,2021-11-04,2021-11-04,,2021-11-04,2021-11-04,2021-11-04,2021-11-04,2.2
002516,2022-07-20,2022-07-20,,2022-07-20,2022-07-20,2022-07-20,2022-07-20,2.7
002520,2023-10-02,2023-10-02,,2023-10-02,2023-10-02,2023-10-02,2023-10-02,2.1
002523,2022-09-14,2022-09-14,,2022-09-14,2022-09-14,2022-09-14,2022-09-14,2.3
002526,2023-02-15,2023-02-15,,2023-02-15,2023-02-15,2023-02-15,2023-02-15,1.9
002530,2022-01-19,2022-01-19,,2022-01-19,2022-01-19,2022-01-19,2022-01-19,4.1
002534,2021-12-04,2021-12-04,,2021-12-04,2021-12-04,2021-12-04,2021-12-04,3.7
002537,2021-09-22,2021-09-22,,2021-09-22,2021-09-22,2021-09-22,2021-09-22,12.5
002540,2021-12-19,2021-12-19,,2021-12-19,2021-12-19,2021-12-19,2021-12-19,4.9
002543,2021-10-17,NONE-10-17,,NONE-10-17,NONE-10-17,NONE-10-17,NONE-10-17,6.8
002549,2021-04-02,2021-04-02,,2021-04-02,2021-04-02,2021-04-02,2021-04-02,11.5
002552,2021-01-22,2021-01-22,,2021-01-22,2021-01-22,2021-01-22,2021-01-22,14.7
002555,2021-11-18,2021-11-18,,2021-11-18,2021-11-18,2021-11-18,2021-11-18,2.8
002558,2022-04-01,2022-04-01,,2022-04-01,2022-04-01,2022-04-01,2022-04-01,3.0
002561,2022-10-21,NONE-10-21,,NONE-10-21,2022-10-21,2022-10-21,2022-10-21,4.9
002564,2021-09-25,2021-09-25,,2021-09-25,2021-09-25,2021-09-25,2021-09-25,4.5
002567,2021-10-15,2021-10-15,,2021-10-15,2021-10-15,2021-10-15,2021-10-15,2.4
002570,2021-05-07,2021-05-07,2,2021-05-07,2021-08-01,2021-08-01,2021-08-01,9.5
002574,2021-12-16,2021-12-16,,2021-12-16,2021-12-16,2021-12-16,2021-12-16,3.5
002578,2024-01-14,2024-01-14,,2024-01-14,2024-01-14,2024-01-14,2024-01-14,4.9
002581,2021-11-17,2021-01-17,,2021-01-17,2021-01-17,2021-01-17,2021-01-17,6.0
002584,2023-11-04,2023-11-04,,2023-11-04,2023-11-04,2023-11-04,2023-11-04,4.0
002588,2023-10-15,2023-10-15,2,2023-10-15,2023-10-15,2023-10-15,2023-10-15,5.7
002594,2022-08-05,2022-08-05,,2022-08-05,2022-08-05,2022-08-05,2022-08-05,4.3
002599,2021-12-NONE,2021-12-NONE,,2021-12-NONE,2021-12-NONE,2021-12-NONE,2021-12-NONE,4.8
002602,2022-07-07,2022-07-07,,2022-07-07,2022-07-07,2022-07-07,2022-07-07,5.3
002610,2021-07-11,2020-11-13,2,2020-11-13,2020-11-13,2020-11-13,2020-11-13,3.2
002613,2023-04-NONE,2023-04-NONE,,2023-04-NONE,2023-04-NONE,2023-04-NONE,2023-04-NONE,3.8
002618,2022-05-04,2022-05-04,,2022-05-04,2022-05-04,2022-05-04,2022-05-04,11.5
002621,2023-12-21,2023-12-21,,2023-12-21,2023-12-21,2023-12-21,2023-12-21,2.0
002624,2022-12-19,2022-12-19,b,2022-12-19,2022-12-19,2022-12-19,2022-12-19,2.6
002627,2021-12-08,2021-12-08,,2021-12-08,2021-12-08,2021-12-08,2021-12-08,2.5
002631,2022-01-20,2022-01-20,,2022-01-20,2022-01-20,2022-01-20,2022-01-20,7.5
002634,2022-02-03,2022-02-03,,2022-02-03,2022-02-03,2022-02-03,2022-02-03,5.1
002637,2022-11-01,2022-11-01,,2022-11-01,2022-11-01,2022-11-01,2022-11-01,5.6
002640,2021-12-04,2021-12-04,,2021-12-04,2021-12-04,2021-12-04,2021-12-04,3.2
002644,2022-11-NONE,NONE,,NONE,NONE,NONE,NONE,25.2
002648,2022-01-24,2022-01-24,,2022-01-24,2022-01-24,2022-01-24,2022-01-24,2.8
002652,2021-08-18,2021-08-18,,2021-08-18,2021-08-18,2021-08-18,2021-08-18,2.7
002657,2021-07-01,2021-07-01,,2021-07-01,2021-07-01,2021-07-01,2021-07-01,4.8
002660,2022-06-11,2022-06-11,,2022-06-11,2022-06-11,2022-06-11,2022-06-11,3.3
002663,2021-08-18,2021-08-18,2,2021-08-18,2021-08-18,2021-08-18,2021-08-18,5.7
002668,2021-09-09,2021-09-09,,2021-09-09,2021-09-09,2021-09-09,2021-09-09,2.2
002671,2021-04-05,2021-04-05,,2021-04-05,2021-04-05,2021-04-05,2021-04-05,5.2
002675,2021-03-23,2021-03-23,,2021-03-23,2021-03-23,2021-03-23,2021-03-23,3.8
002678,2021-08-04,2021-08-04,,2021-08-04,2021-08-04,2021-08-04,2021-08-04,3.1
002681,2021-09-10,2021-09-10,,2021-09-10,2021-09-10,2021-09-10,2021-09-10,9.6
002684,2021-12-03,2027-12-03,,2027-12-03,2021-12-03,2027-12-03,2021-12-03,3.2
002687,NONE,2021-02-02,,2021-02-02,2021-02-02,2021-02-02,2021-02-02,3.5
002690,NONE-03-11,NONE-03-11,,NONE-03-11,NONE-03-11,NONE-03-11,NONE-03-11,2.6
002694,2021-04-19,NONE,,NONE,NONE,NONE,NONE,15.3
002697,2021-06-06,2021-06-06,,2021-06-06,2021-06-06,2021-06-06,2021-06-06,5.0
002701,2022-12-16,2022-12-16,,2022-12-16,2022-12-16,2022-12-16,2022-12-16,5.7
002705,2021-12-07,2021-12-07,,2021-12-07,2021-12-07,2021-12-07,2021-12-07,2.8
002708,2020-01-22,2021-08-06,,2021-08-06,2021-08-06,2021-08-06,2021-08-06,3.2
002711,2022-01-11,2022-01-11,,2022-01-11,2022-01-11,2022-01-11,2022-01-11,4.1
002714,2021-10-22,2021-12-12,?b,2021-12-12,2021-10-22,2021-12-12,2021-10-22,3.3
002718,2022-02-23,2022-02-23,,2022-02-23,2022-02-23,2022-02-23,2022-02-23,3.0
002721,2022-12-30,2022-12-30,,2022-12-30,2022-12-30,2022-12-30,2022-12-30,5.1
002725,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2021-10-28,2021-10-28,3.8
002728,2021-11-04,2021-11-04,,2021-11-04,2021-11-04,2021-11-04,2021-11-04,7.5
002731,2021-04-18,2021-04-18,,2021-04-18,2021-04-18,2021-04-18,2021-04-18,4.9
002734,2022-02-04,2022-02-04,,2022-02-04,2022-06-05,2022-06-05,2022-06-05,4.3
002737,2021-06-12,NONE-12-06,,NONE-12-06,2020-06-12,2020-06-12,2020-06-12,9.1
002741,2021-12-18,2021-12-18,,2021-12-18,2021-12-18,2021-12-18,2021-12-18,3.1
002746,2022-01-08,2022-01-08,,2022-01-08,2022-01-08,2022-01-08,2022-01-08,4.3
002749,2020-12-NONE,2020-12-17,,2020-12-17,2020-12-NONE,2020-12-17,2020-12-NONE,3.6
002752,2022-01-NONE,2022-01-NONE,,2022-01-NONE,2022-01-NONE,2022-01-NONE,2022-01-NONE,2.7
002755,2021-05-16,2022-12-01,,2022-12-01,2022-12-01,2022-12-01,2022-12-01,10.6
002758,2022-09-10,2022-09-10,,2022-09-10,2022-09-10,2022-09-10,2022-09-10,4.8
002761,2023-06-01,2023-06-01,2,2023-06-01,2023-06-01,2023-06-01,2023-06-01,9.6
002765,2021-03-16,2021-02-03,,2021-03-16,2021-03-16,2021-03-16,2021-03-16,5.4
002768,2021-12-01,2021-12-01,,2021-12-01,2021-12-01,2021-12-01,2021-12-01,2.6
002771,2021-10-10,2021-10-11,,2021-10-11,2021-10-10,2021-10-11,2021-10-10,18.6
002774,2021-10-08,2021-10-08,t,2021-10-08,2021-10-08,2021-10-08,2021-10-08,3.3
002777,2021-09-15,NONE-09-15,,NONE-09-15,NONE-09-15,NONE-09-15,NONE-09-15,3.0
002780,2021-04-06,2021-04-06,,2021-04-06,2021-04-06,2021-04-06,2021-04-06,6.4
002784,2021-04-18,NONE-11-01,,NONE-11-01,NONE-11-01,NONE-11-01,NONE-11-01,7.8
002787,2022-06-22,2020-06-23,2,2022-06-22,2022-06-22,2022-06-22,2022-06-22,6.3
002791,2021-12-06,2021-12-06,,2021-12-06,2021-12-06,2021-12-06,2021-12-06,2.5
002794,2022-10-05,2022-10-05,,2022-10-05,2022-10-05,2022-10-05,2022-10-05,1.8
002797,2021-04-28,2021-04-29,,2021-04-29,2021-04-28,2021-04-29,2021-04-28,3.6
002801,2021-09-29,2021-09-29,,2021-09-29,2021-09-29,2021-09-29,2021-09-29,2.6
002806,2023-01-13,2023-01-13,,2023-01-13,2025-01-13,2025-01-13,2025-01-13,9.5
002809,2023-01-20,2023-01-20,,2023-01-20,2023-01-20,2023-01-20,2023-01-20,2.6
002812,2023-01-13,2023-01-13,,2023-01-13,2023-01-13,2023-01-13,2023-01-13,3.8
002817,2022-01-04,2022-01-04,,2022-01-04,2022-01-04,2022-01-04,2022-01-04,5.9
002820,2021-11-19,2021-11-19,,2021-11-19,2021-11-19,2021-11-19,2021-11-19,3.3
002823,2021-10-07,2021-10-07,,2021-10-07,2021-10-07,2021-10-07,2021-10-07,2.5
002828,2022-01-02,2022-01-02,,2022-01-02,2022-01-02,2022-01-02,2022-01-02,3.5
002831,2022-05-21,NONE-05-21,,NONE-05-21,NONE-05-21,NONE-05-21,NONE-05-21,10.5
002835,2021-06-30,2021-06-30,,2021-06-30,2021-06-30,2021-06-30,2021-06-30,2.7
002839,2021-05-24,2021-05-24,,2021-05-24,2021-09-11,2021-09-11,2021-09-11,2.8
002843,2023-06-NONE,2023-06-NONE,,2023-06-NONE,2023-06-NONE,2023-06-NONE,2023-06-NONE,3.5
002846,2020-03-09,2020-03-09,,2020-03-09,2020-03-09,2020-03-09,2020-03-09,4.4
002849,2021-08-15,2021-08-15,,2021-08-15,2021-08-15,2021-08-15,2021-08-15,9.0
002852,2021-08-02,2021-08-02,,2021-08-02,2021-08-02,2021-08-02,2021-08-02,5.9
002855,2022-09-13,2022-09-13,,2022-09-13,2022-09-13,2022-09-13,2022-09-13,4.7
002859,2022-06-15,2022-06-15,,2022-06-15,2022-06-15,2022-06-15,2022-06-15,1.7
002862,2021-08-30,2021-08-30,,2021-08-30,2021-08-30,2021-08-30,2021-08-30,6.8
002866,2022-02-28,2022-02-28,d,2028-02-02,2028-02-02,2028-02-02,2028-02-02,10.5
002870,2021-02-25,2021-02-25,,2021-02-25,2021-02-25,2021-02-25,2021-02-25,3.2
002874,2021-04-11,2021-04-11,,2021-04-11,2021-04-11,2021-04-11,2021-04-11,3.9
002879,2021-06-21,2021-06-21,,2021-06-21,2021-06-21,2021-06-21,2021-06-21,3.1
002882,2023-12-08,2023-12-08,,2023-12-08,2023-12-08,2023-12-08,2023-12-08,3.4
002885,2022-07-20,2022-07-20,b,2022-07-20,2022-07-20,2022-07-20,2022-07-20,4.0
002889,2021-07-15,2021-07-15,,2021-07-15,2021-07-15,2021-07-15,2021-07-15,2.8
002892,2021-03-31,2021-03-31,,2021-03-31,2021-03-31,2021-03-31,2021-03-31,3.5
002896,2021-07-20,2021-07-20,,2021-07-20,2021-07-20,2021-07-20,2021-07-20,3.2
002899,2021-11-09,2021-11-09,,2021-11-09,2021-11-09,2021-11-09,2021-11-09,2.7
002902,2020-07-22,2020-07-22,,2020-07-22,2020-07-22,2020-07-22,2020-07-22,4.0
002905,2021-05-19,2021-05-19,,2021-05-19,2021-05-19,2021-05-19,2021-05-19,4.6
002908,2021-10-30,2021-10-30,,2021-10-30,2021-10-30,2021-10-30,2021-10-30,8.3
002911,2021-06-30,2021-06-30,,2021-06-30,2021-06-30,2021-06-30,2021-06-30,3.7
002914,2020-11-18,2020-11-18,,2020-11-18,2020-11-18,2020-11-18,2020-11-18,4.3
002918,2021-04-30,2030-04-02,,2030-04-02,2021-04-30,2030-04-02,2021-04-30,3.8
002921,2021-09-12,2021-09-12,,2021-09-12,2021-09-12,2021-09-12,2021-09-12,1.7
002925,2021-11-06,2021-11-06,,2021-11-06,2021-11-06,2021-11-06,2021-11-06,3.5
002932,2022-02-01,2022-02-01,,2022-02-01,2022-02-01,2022-02-01,2022-02-01,5.5
002935,2022-02-02,2022-02-02,,2022-02-02,2022-02-02,2022-02-02,2022-02-02,5.9
002938,2021-10-NONE,2021-10-NONE,,2021-10-NONE,2021-10-NONE,2021-10-NONE,2021-10-NONE,3.6
002941,2021-07-05,2021-07-05,,2021-07-05,2021-07-05,2021-07-05,2021-07-05,17.0
002944,2020-06-23,2020-06-23,,2020-06-23,2020-06-23,2020-06-23,2020-06-23,1.5
002948,2021-08-12,2021-08-12,,2021-08-12,2021-08-12,2021-08-12,2021-08-12,2.1
002951,2021-04-30,2021-04-30,,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2.4
002956,NONE,2021-01-02,m,2021-01-02,2021-01-02,2021-01-02,2021-01-02,3.2
002959,2022-07-27,2022-07-27,,2022-07-27,2022-07-27,2022-07-27,2022-07-27,1.6
002962,NONE,2020-03-13,,2020-03-13,2020-03-13,2020-03-13,2020-03-13,2.7
