image_id,final_date,conf,kind,src,n_cands,sec,bbox,img_wh,cands
001651,2021-03-09,1.0,YYYY,p2,1,1.85,"298,584,489,619",861x1316,2021-3-9:YYYY:p2:1.00
001652,2021-03-09,0.999,YYYY,p2,1,2.08,"223,279,360,303",640x640,2021-3-9:YYYY:p2:1.00
001653,2019-08-19,0.938,YYYY,p2,1,1.07,"276,672,759,734",1001x1316,2019-8-19:YYYY:p2:0.94
001654,2019-08-19,0.821,YYYY,p2,1,1.29,"196,307,507,364",640x640,2019-8-19:YYYY:p2:0.82
001655,2019-09-12,0.567,YYYY,p2,1,3.03,"132,144,895,464",1004x1320,2019-9-12:YYYY:p2:0.57
001656,2021-01-16,0.866,YYYY,p2,1,2.61,"181,608,623,675",717x1197,2021-1-16:YYYY:p2:0.87
001657,2021-01-16,0.975,YYYY,p2,1,1.51,"174,337,361,391",640x640,2021-1-16:YYYY:p2:0.97
001659,2022-10-05,0.982,YYYY,p2,1,2.76,"330,720,501,759",875x1167,2022-10-5:YYYY:p2:0.98
001661,2022-04-26,0.997,YYYY,p2,1,1.6,"366,763,567,803",907x1209,2022-4-26:YYYY:p2:1.00
001662,2022-04-26,0.999,YYYY,p2,1,1.69,"239,418,383,446",640x640,2022-4-26:YYYY:p2:1.00
001663,2020-08-29,0.477,YYYY,p2,1,2.9,"0,988,770,1102",978x1304,2020-8-29:YYYY:p2:0.48
001664,2020-08-29,0.428,YYYY,p2,1,2.63,"0,503,436,572",640x640,2020-8-29:YYYY:p2:0.43
001665,2021-01-28,0.915,YYYY,p2,1,1.16,"345,526,638,578",909x1212,2021-1-28:YYYY:p2:0.91
001667,2021-09-14,0.536,YYYY,p2,1,2.28,"10,827,473,932",949x1266,2021-9-14:YYYY:p2:0.54
001668,2021-09-14,0.766,YYYY,p2,1,2.3,"78,405,203,450",640x640,2021-9-14:YYYY:p2:0.77
001669,2021-02-08,0.682,YYYY,p2,1,1.73,"340,968,532,1044",928x1237,2021-2-8:YYYY:p2:0.68
001670,2021-10-23,0.545,YY,p2,3,4.13,"0,394,676,571",896x1195,2020-10-24:YY:p2:0.55|2021-10-23:YY:p2:0.55|2020-10-24:YY:p2:0.55
001671,2021-10-23,0.326,YY,p2,4,2.4,"0,159,460,392",640x640,2021-10-23:YY:p2:0.33|2020-10-24:YY:p2:0.33|2021-10-23:YY:p2:0.33|2020-10-24:YY:p2:0.33
001672,2021-05-19,0.618,YYYY,p2,1,2.04,"157,615,524,680",930x1257,2021-5-19:YYYY:p2:0.62
001673,2021-05-19,0.782,YYYY,dilate2/p1@640,1,6.76,"105,302,352,390",640x640,2021-5-19:YYYY:dilate2/p1@640:0.78
001674,2021-07-18,0.526,YYYY,p2,1,2.29,"268,567,676,637",933x1243,2021-7-18:YYYY:p2:0.53
001675,2021-03-15,0.939,YYYY,p2,1,2.39,"286,507,648,556",1023x1364,2021-3-15:YYYY:p2:0.94
001676,2021-03-15,0.953,YYYY,p2,1,2.09,"193,259,417,282",640x640,2021-3-15:YYYY:p2:0.95
001677,2021-11-28,0.957,YYYY,p2,1,1.72,"209,651,381,694",973x1298,2021-11-28:YYYY:p2:0.96
001679,2021-03-16,0.876,YYYY,p2,2,2.31,"351,402,543,450",991x1321,2021-1-16:YYYY:p2:0.93|2021-3-16:YYYY:p2:0.88
001681,2022-10-22,0.928,YYYY,p2,1,1.81,"313,768,499,814",917x1223,2022-10-22:YYYY:p2:0.93
001682,2022-10-22,0.998,YYYY,p2,1,1.9,"232,406,361,444",640x640,2022-10-22:YYYY:p2:1.00
001683,2021-11-14,0.888,DMY4,p2,1,2.04,"339,449,658,499",993x1324,2021-11-14:DMY4:p2:0.89
001684,2021-11-14,0.766,DMY4,p2,1,1.33,"199,233,420,295",640x640,2021-11-14:DMY4:p2:0.77
001685,2021-11-29,0.674,YYYY,p2,2,2.4,"518,562,885,610",1054x1405,2020-11-30:YYYY:p2:0.77|2021-11-29:YYYY:p2:0.67
001686,2020-11-27,0.683,YYYY,p2,1,2.87,"0,661,636,719",989x1318,2020-11-27:YYYY:p2:0.68
001687,2020-11-27,0.748,YYYY,p2,1,1.53,"263,303,395,341",640x640,2020-11-27:YYYY:p2:0.75
001689,NONE,,,,0,14.33,,,
001690,2020-08-16,0.919,YYYY,p2,1,4.11,"380,544,671,586",711x1030,2020-8-16:YYYY:p2:0.92
001691,2020-08-16,0.856,CMP,p2,1,2.77,"120,342,561,396",640x640,2020-8-16:CMP:p2:0.86
001692,2021-07-03,0.997,YYYY,p2,1,1.24,"357,656,724,706",1046x1395,2021-7-3:YYYY:p2:1.00
001694,2022-07-01,0.709,YYYY,p2,1,4.1,"258,897,970,948",1058x1411,2022-7-1:YYYY:p2:0.71
001695,2022-07-01,0.885,YYYY,p1@640,1,1.59,"278,421,562,464",640x640,2022-7-1:YYYY:p1@640:0.88
001696,2022-06-23,0.991,YYYY,p2,1,1.78,"392,835,586,887",950x1267,2022-6-23:YYYY:p2:0.99
001698,2021-12-22,0.731,YYYY,p2,1,2.33,"199,703,665,813",874x1166,2021-12-22:YYYY:p2:0.73
001699,2021-12-22,0.506,YYYY,p2,1,1.81,"161,293,497,454",640x640,2021-12-22:YYYY:p2:0.51
001700,2021-10-27,0.196,YY,p2,1,8.82,"154,342,563,1024",943x1258,2021-10-27:YY:p2:0.20
001701,2021-10-27,0.271,YY,p2,1,2.36,"163,88,496,236",640x640,2021-10-27:YY:p2:0.27
001702,2021-05-17,0.657,YYYY,p2,1,1.9,"96,667,682,850",1000x1334,2021-5-17:YYYY:p2:0.66
001703,2021-07-16,0.96,YYYY,p2,1,1.83,"344,808,506,852",917x1223,2021-7-16:YYYY:p2:0.96
001704,2021-07-16,0.798,YYYY,p2,1,2.01,"267,425,419,476",640x640,2021-7-16:YYYY:p2:0.80
001705,2021-06-04,0.816,YYYY,p2,1,2.72,"123,827,751,920",985x1314,2021-6-4:YYYY:p2:0.82
001707,2021-05-02,0.482,YYYY,p2,1,1.2,"149,333,460,436",795x1060,2021-5-2:YYYY:p2:0.48
001708,2021-05-02,0.778,YYYY,p2,1,1.33,"128,221,370,260",640x640,2021-5-2:YYYY:p2:0.78
001709,2021-04-12,0.712,YY,p2,1,0.99,"264,721,685,785",1024x1365,2021-4-12:YY:p2:0.71
001710,2021-10-15,0.73,YY,p2,2,2.16,"131,755,711,859",965x1285,2021-10-15:YY:p2:0.73|2021-1-16:YY:p2:0.73
001711,2021-10-15,0.771,YY,p1@640,2,1.6,"100,354,502,463",640x640,2021-10-15:YY:p1@640:0.77|2021-1-16:YY:p1@640:0.77
001712,2021-07-18,0.72,YY,p2,1,3.17,"268,814,581,865",939x1253,2021-7-18:YY:p2:0.72
001713,2021-09-08,0.944,SP_DMY,p2,1,7.99,"219,430,432,454",1535x2048,2021-9-8:SP_DMY:p2:0.94
001714,2021-09-08,0.895,SP_DMY,p2,1,3.04,"204,248,382,270",640x640,2021-9-8:SP_DMY:p2:0.90
001715,2021-02-07,0.999,YYYY,p2,1,1.19,"261,387,460,426",900x1201,2021-2-7:YYYY:p2:1.00
001716,2021-02-07,0.39,YYYY,p2,1,1.55,"9,185,356,321",640x640,2021-2-7:YYYY:p2:0.39
001717,2021-02-08,0.698,YY,p2,1,4.65,"213,414,555,470",949x1266,2021-2-8:YY:p2:0.70
001718,2021-02-08,0.874,YY,p1@640,1,1.12,"230,191,378,235",640x640,2021-2-8:YY:p1@640:0.87
001719,2021-03-11,0.911,YY,p2,1,2.18,"468,553,676,600",1041x1387,2021-3-11:YY:p2:0.91
001720,2021-03-11,0.874,YY,p2,1,2.01,"308,244,433,269",640x640,2021-3-11:YY:p2:0.87
001721,2021-07-06,0.431,YYYY,p2,9,3.58,"0,574,600,700",889x1185,2021-7-6:YYYY:p2:0.43|2021-6-7:DMY4:p2:0.43|2021-1-7:YYYY:p2:0.43|2021-1-7:YYYY:p2:0.43|2021-6-7:DMY4:p2:0.43|2021-7-6:YYYY:p2:0.43|2021-6-7:DMY4:p2:0.43|2021-1-7:YYYY:p2:0.43|2021-7-6:YYYY:p2:0.43
001722,2021-07-06,0.381,YYYY,p2,9,3.84,"0,90,610,352",640x640,2021-7-6:YYYY:p2:0.38|2021-1-7:YYYY:p2:0.38|2021-6-7:DMY4:p2:0.38|2021-7-6:YYYY:p2:0.38|2021-1-7:YYYY:p2:0.38|2021-6-7:DMY4:p2:0.38|2021-7-6:YYYY:p2:0.38|2021-1-7:YYYY:p2:0.38|2021-6-7:DMY4:p2:0.38
001723,2021-05-13,0.967,YYYY,p2,1,1.06,"312,443,645,494",1012x1350,2021-5-13:YYYY:p2:0.97
001724,2021-05-13,0.978,YYYY,p2,1,1.75,"184,229,393,257",640x640,2021-5-13:YYYY:p2:0.98
001725,2021-02-16,0.473,YYYY,p2,1,1.78,"356,1106,592,1200",1000x1333,2021-2-16:YYYY:p2:0.47
001726,2021-02-06,0.707,YYYY,p2,1,1.69,"222,506,371,558",640x640,2021-2-6:YYYY:p2:0.71
001728,2021-02-08,0.764,YYYY,p2,1,1.36,"213,392,354,421",640x640,2021-2-8:YYYY:p2:0.76
001729,2021-03-13,0.996,YYYY,p2,1,1.26,"255,350,426,399",988x1317,2021-3-13:YYYY:p2:1.00
001730,2021-10-02,0.957,YYYY,p2,1,1.3,"279,600,531,648",917x1223,2021-10-2:YYYY:p2:0.96
001731,2021-10-02,0.956,YYYY,p2,1,1.32,"216,316,390,351",640x640,2021-10-2:YYYY:p2:0.96
001732,2022-11-18,0.971,YYYY,p2,1,1.5,"320,847,505,897",959x1278,2022-11-18:YYYY:p2:0.97
001733,2022-11-18,0.972,YYYY,p2,1,1.32,"220,403,345,438",640x640,2022-11-18:YYYY:p2:0.97
001735,2022-01-20,0.392,YYYY,p2,1,1.63,"100,317,376,448",640x640,2022-1-20:YYYY:p2:0.39
001736,2021-02-08,0.961,YYYY,p2,1,1.24,"403,447,596,499",1051x1402,2021-2-8:YYYY:p2:0.96
001738,2022-01-05,0.962,YYYY,p2,1,1.18,"216,369,374,412",856x1141,2022-1-5:YYYY:p2:0.96
001740,2022-11-01,0.756,YYYY,p2,1,1.8,"298,933,639,979",1009x1345,2022-11-1:YYYY:p2:0.76
001741,2022-11-01,0.624,YYYY,p2,1,1.25,"172,444,354,484",640x640,2022-11-1:YYYY:p2:0.62
001742,2021-10-26,0.996,YYYY,p2,1,1.69,"136,239,322,288",904x1206,2021-10-26:YYYY:p2:1.00
001744,2022-01-28,0.719,YYYY,p2,6,1.94,"71,589,900,692",916x1223,2021-1-29:YYYY:p2:0.72|2022-1-28:YYYY:p2:0.72|2022-1-14:MDY4:p2:0.72|2022-1-28:YYYY:p2:0.72|2021-1-29:YYYY:p2:0.72|2022-1-14:MDY4:p2:0.72
001745,2022-01-NONE,0.602,YYMM,p2,1,2.44,"30,313,255,402",640x640,2022-1-None:YYMM:p2:0.60
001746,2021-10-12,0.937,YY,p2,2,3.57,"251,799,390,853",956x1275,2020-10-13:YY:p2:0.88|2021-10-12:YY:p2:0.94
001748,2030-12-14,0.816,CMP6_YMD,erode3/p1@1024,1,13.48,"638,76,728,122",927x1033,2030-12-14:CMP6_YMD:erode3/p1@1024:0.82
001749,NONE,,,,0,18.3,,,
001750,2021-06-28,0.66,YYYY,p2,1,3.99,"0,771,645,1032",992x1323,2021-6-28:YYYY:p2:0.66
001751,2021-06-28,0.416,YY,p2,1,1.66,"18,383,399,485",640x640,2021-6-28:YY:p2:0.42
001752,2022-01-10,0.998,YY,p2,1,1.28,"258,569,441,611",778x1037,2022-1-10:YY:p2:1.00
001753,2022-01-10,0.941,EXTEND,p2,2,1.29,"248,340,348,379",640x640,2022-1-10:EXTEND:p2:0.94|None-1-10:MMDD:p1keep/p1@640:1.00
001754,2021-12-05,0.918,YYYY,p2,1,1.75,"305,419,646,471",963x1284,2021-12-5:YYYY:p2:0.92
001756,2021-12-20,0.549,YYYY,p2,5,2.33,"11,505,719,981",1024x1365,2020-12-21:YYYY:p2:0.55|2021-12-20:YYYY:p2:0.55|2021-12-9:DMY4:p2:0.55|2021-12-20:YYYY:p2:0.55|2021-12-9:DMY4:p2:0.55
001757,2023-03-09,0.961,D_MON_Y,p1@640,1,2.4,"358,503,559,541",999x1331,2023-3-9:D_MON_Y:p1@640:0.96
001758,2023-03-09,0.923,D_MON_Y,p2,1,2.67,"217,235,347,258",640x640,2023-3-9:D_MON_Y:p2:0.92
001759,2021-04-24,0.419,YYYY,p2,1,4.0,"204,58,805,442",1006x560,2021-4-24:YYYY:p2:0.42
001761,2021-11-22,0.818,YYYY,p2,1,2.53,"0,255,636,318",1008x756,2021-11-22:YYYY:p2:0.82
001762,2021-11-22,0.659,YYYY,p2,1,1.83,"0,220,400,378",640x640,2021-11-22:YYYY:p2:0.66
001763,2021-12-23,0.606,YYYY,p2,1,1.43,"96,539,942,647",1008x756,2021-12-23:YYYY:p2:0.61
001764,2021-12-23,0.685,YYYY,p2,1,1.63,"88,452,521,529",640x640,2021-12-23:YYYY:p2:0.68
001765,2021-09-21,0.145,MON_DY,p2,4,2.39,"88,187,857,540",1008x756,2021-9-21:MON_DY:p2:0.15|2021-9-10:D_MON_Y:p2:0.15|2021-9-21:MON_DY:p2:0.15|2021-9-10:D_MON_Y:p2:0.15
001766,2021-09-10,0.303,D_MON_Y,p2,2,1.84,"61,300,444,473",640x640,2021-9-10:D_MON_Y:p2:0.30|2021-9-10:D_MON_Y:p2:0.30
001767,2021-06-29,0.793,YYYY,p2,2,1.92,"63,300,304,334",770x578,2020-12-30:YYYY:p2:0.90|2021-6-29:YYYY:p2:0.79
001768,2021-06-29,0.668,YYYY,p1keep/p1@640,5,1.62,"48,264,640,489",640x640,2020-12-30:YYYY:p2:0.61|2021-8-19:MDY4:p2:0.61|2020-12-30:YYYY:p2:0.61|2021-8-19:MDY4:p2:0.61|2021-6-29:YYYY:p1keep/p1@640:0.67
001769,2021-12-02,0.551,YY,p2,1,1.91,"106,233,868,575",1008x756,2021-12-2:YY:p2:0.55
001770,2019-10-18,0.695,YY,p2,2,1.6,"642,312,839,354",979x759,2019-4-19:YY:p2:0.93|2019-10-18:YY:p2:0.69
001772,2020-08-07,0.608,YYYY,p1@640,1,2.47,"87,175,919,447",964x789,2020-8-7:YYYY:p1@640:0.61
001773,2020-08-07,0.551,YMD_GLUED,p2,1,2.95,"32,294,552,366",640x640,2020-8-7:YMD_GLUED:p2:0.55
001774,2021-04-02,0.983,YYYY,p2,1,1.54,"337,407,555,449",943x859,2021-4-2:YYYY:p2:0.98
001775,2021-04-02,0.953,YYYY,p2,1,1.26,"209,292,363,337",640x640,2021-4-2:YYYY:p2:0.95
001778,2021-04-09,0.678,YY,p2,1,1.17,"202,366,443,396",650x466,2021-4-9:YY:p2:0.68
001779,2021-04-09,0.666,YY,p2,1,1.71,"219,493,460,548",640x640,2021-4-9:YY:p2:0.67
001780,2020-09-01,0.641,YYYY,p2,4,5.67,"0,356,1008,456",1110x602,2020-3-2:YYYY:p2:0.64|2020-9-1:YYYY:p2:0.64|2020-9-1:YYYY:p2:0.64|2020-3-2:YYYY:p2:0.64
001781,2020-09-01,0.428,YYYY,erode2/p1@640,1,6.16,"7,75,624,569",640x640,2020-9-1:YYYY:erode2/p1@640:0.43
001782,2022-10-01,0.244,YYYY,p2,1,1.89,"46,5,611,555",640x640,2022-10-1:YYYY:p2:0.24
001783,2021-06-13,0.878,YYYY,p2,1,0.92,"576,594,809,635",1307x980,2021-6-13:YYYY:p2:0.88
001785,2021-09-19,0.945,YYYY,p2,1,1.08,"132,309,464,350",605x604,2021-9-19:YYYY:p2:0.95
001786,2021-09-19,0.707,YYYY,p2,1,0.92,"129,314,477,386",640x640,2021-9-19:YYYY:p2:0.71
001787,NONE-12-20,0.835,MMDD,p2,1,1.33,"0,285,788,504",946x675,None-12-20:MMDD:p2:0.84
001788,NONE-12-20,0.721,MMDD,p2,1,1.47,"33,301,513,554",640x640,None-12-20:MMDD:p2:0.72
001789,2021-01-16,0.678,YYYY,p2,1,0.96,"45,227,523,282",750x519,2021-1-16:YYYY:p2:0.68
001790,2021-01-16,0.648,YYYY,p1@640,1,1.12,"29,285,438,368",640x640,2021-1-16:YYYY:p1@640:0.65
001791,2020-08-01,0.845,YY,p2,1,3.21,"153,440,402,477",864x628,2020-8-1:YY:p2:0.84
001792,2020-08-13,0.631,YY,p2,1,3.77,"104,418,343,518",640x640,2020-8-13:YY:p2:0.63
001793,2021-11-07,0.824,YYYY,p2,1,2.34,"99,199,830,283",964x644,2021-11-7:YYYY:p2:0.82
001794,2021-11-07,0.653,YYYY,p2,1,1.9,"53,197,545,276",640x640,2021-11-7:YYYY:p2:0.65
001795,2021-01-27,0.999,YYYY,p2,1,1.09,"174,378,351,422",968x672,2021-1-27:YYYY:p2:1.00
001796,2021-01-27,0.981,YYYY,p2,1,1.38,"121,365,239,401",640x640,2021-1-27:YYYY:p2:0.98
001797,2026-03-28,0.596,DDMMYY,ft/p2,1,16.57,"39,342,1095,444",1134x576,2026-3-28:DDMMYY:ft/p2:0.60
001798,2021-10-14,0.926,YYYY,p2,1,2.09,"69,415,501,455",822x616,2021-10-14:YYYY:p2:0.93
001799,2021-10-14,0.895,YYYY,p2,1,2.31,"69,443,411,486",640x640,2021-10-14:YYYY:p2:0.89
001800,2021-01-14,0.404,YYYY,p2,1,2.76,"19,278,767,587",948x705,2021-1-14:YYYY:p2:0.40
001801,2021-03-05,0.89,EXTEND,p2,2,2.95,"166,217,318,256",965x724,2019-4-9:CMP6_DMY:p2:0.93|2021-3-5:EXTEND:p2:0.89
001802,2021-08-05,0.891,DMY4,p2,2,2.13,"120,175,231,222",640x640,2021-8-5:DMY4:p2:0.89|2021-3-5:DMY4:p1keep/p1@640:0.89
001803,2021-01-15,0.798,YYYY,p2,1,1.51,"76,49,640,218",745x729,2021-1-15:YYYY:p2:0.80
001804,2021-01-15,0.956,YYYY,p2,1,1.25,"69,148,289,200",640x640,2021-1-15:YYYY:p2:0.96
001805,2020-02-10,0.641,YY,p1keep/p1@1024,3,3.45,"172,328,940,481",1082x799,2020-11-None:YYMM:p2:0.62|2020-11-9:YYMM_DAYLA:p2:0.62|2020-2-10:YY:p1keep/p1@1024:0.64
001806,2020-02-08,0.623,YY,ft/p2,1,7.98,"84,248,287,371",640x640,2020-2-8:YY:ft/p2:0.62
001807,2021-02-25,0.821,YY,p2,1,2.7,"43,459,845,541",1019x799,2021-2-25:YY:p2:0.82
001808,2020-08-13,0.956,YY,p2,1,1.88,"546,518,811,568",1016x912,2020-8-13:YY:p2:0.96
001809,2020-08-13,0.712,YY,p1@640,1,1.56,"0,285,514,380",640x640,2020-8-13:YY:p1@640:0.71
001810,2023-10-22,0.969,YY,p2,1,0.91,"243,305,535,359",756x734,2023-10-22:YY:p2:0.97
001811,2023-10-02,0.888,YY,erode2/p1@640,1,2.73,"215,235,462,314",640x640,2023-10-2:YY:erode2/p1@640:0.89
001812,2021-03-26,0.653,YYYY,p2,2,2.35,"138,338,893,405",893x637,2020-3-27:YMD_GLUED:p1@640:0.71|2021-3-26:YYYY:p2:0.65
001813,2021-03-26,0.71,YYYY,p2,2,2.25,"89,357,629,423",640x640,2020-3-27:YMD_GLUED:p2:0.52|2021-3-26:YYYY:p2:0.71
001814,2022-06-07,0.799,YYYY,p2,1,2.12,"211,554,786,616",1008x756,2022-6-7:YYYY:p2:0.80
001816,2021-04-14,0.271,YYMM_GLUE,p2,3,5.51,"132,113,869,761",1066x800,2021-4-14:YYMM_GLUE:p2:0.27|2021-4-14:YYMM_GLUE:p2:0.27|2021-1-15:YY:p1keep/p1@640:0.35
001817,2021-01-16,0.455,YY,blur1/p1@640,1,8.94,"57,89,505,489",640x640,2021-1-16:YY:blur1/p1@640:0.45
001818,2022-01-18,0.515,YYYY,p1keep/p1@640,5,6.93,"307,300,723,603",1049x787,2021-1-19:YYYY:p2:0.25|2021-1-19:YYYY:p2:0.25|2022-1-19:MDY4:p2:0.25|2021-1-19:YYYY:p2:0.25|2022-1-18:YYYY:p1keep/p1@640:0.52
001819,2022-01-18,0.295,YYYY,p1@640,3,3.59,"183,210,461,487",640x640,2022-1-18:YYYY:p1@640:0.30|2021-1-19:YYYY:p1@640:0.30|2021-1-18:MDY4:p1@640:0.30
001820,2020-09-01,0.694,YYYY,p2,1,3.3,"0,502,843,645",1039x911,2020-9-1:YYYY:p2:0.69
001821,2020-09-01,0.533,YYYY,p1@640,2,3.91,"0,60,555,496",640x640,2020-9-1:YYYY:p1@640:0.53|2020-2-1:DMY4:p1@640:0.53
001822,2021-06-09,0.865,YYYY,p2,1,1.65,"71,471,616,513",915x1220,2021-6-9:YYYY:p2:0.87
001823,2021-06-09,0.579,YYYY,p2,1,1.7,"70,206,451,261",640x640,2021-6-9:YYYY:p2:0.58
001824,2021-09-07,0.735,SP_DMY,p2,1,3.36,"259,274,1296,328",1338x904,2021-9-7:SP_DMY:p2:0.74
001826,2021-09-19,1.0,DMY4,p2,1,2.0,"464,373,689,419",1099x744,2021-9-19:DMY4:p2:1.00
001827,2021-11-28,0.979,DMY4,p2,1,1.94,"299,928,577,983",1095x1460,2021-11-28:DMY4:p2:0.98
001828,2021-11-28,0.731,DMY4,p2,1,2.83,"206,411,457,478",640x640,2021-11-28:DMY4:p2:0.73
001829,2021-03-07,0.881,YYYY,p1@1024,1,4.74,"257,806,686,859",1019x1359,2021-3-7:YYYY:p1@1024:0.88
001830,2020-12-NONE,0.969,MMYYYY,p2,1,1.47,"184,651,655,694",1027x1370,2020-12-None:MMYYYY:p2:0.97
001831,2020-12-NONE,0.978,MMYYYY,p2,1,1.4,"120,318,413,359",640x640,2020-12-None:MMYYYY:p2:0.98
001832,2020-09-02,0.865,YYYY,p1@1024,1,3.06,"0,900,894,1014",987x1316,2020-9-2:YYYY:p1@1024:0.86
001833,2022-06-22,0.67,YYYY,ft/p1@640,1,7.35,"221,414,397,486",640x640,2022-6-22:YYYY:ft/p1@640:0.67
001834,2022-07-12,0.778,YY_LEAD0,p1@1024,1,2.62,"242,420,805,508",912x1216,2022-7-12:YY_LEAD0:p1@1024:0.78
001835,NONE,,,,0,12.05,,,
001836,2021-10-02,0.959,YYYY,p2,1,1.78,"382,959,748,1040",1112x1483,2021-10-2:YYYY:p2:0.96
001837,2021-10-02,0.691,YYYY,p2,1,1.24,"195,421,432,503",640x640,2021-10-2:YYYY:p2:0.69
001838,2021-10-15,0.838,YYYY,p2,1,1.87,"382,994,654,1043",1060x1414,2021-10-15:YYYY:p2:0.84
001839,2021-10-15,0.855,YYYY,p2,1,1.15,"203,424,367,451",640x640,2021-10-15:YYYY:p2:0.86
001840,2021-09-30,0.883,YYYY,p2,1,0.93,"338,850,544,901",979x1305,2021-9-30:YYYY:p2:0.88
001841,2021-09-30,0.917,YYYY,p2,1,1.32,"237,415,369,443",640x640,2021-9-30:YYYY:p2:0.92
001843,2021-05-NONE,0.949,MMYYYY,p2,1,1.8,"280,225,406,251",640x640,2021-5-None:MMYYYY:p2:0.95
001844,2021-11-23,0.987,YYYY,p2,1,1.87,"268,630,511,663",824x1003,2021-11-23:YYYY:p2:0.99
001845,2021-11-23,0.919,YYYY,p1@640,1,1.47,"198,382,395,457",640x640,2021-11-23:YYYY:p1@640:0.92
001846,2023-12-09,0.995,CMP6_YMD,p2,1,1.5,"323,793,462,834",940x1253,2023-12-9:CMP6_YMD:p2:1.00
001847,2021-09-23,0.955,YYYY,p2,1,1.31,"75,389,304,448",640x640,2021-9-23:YYYY:p2:0.95
001848,2021-11-18,0.888,YYYY,p2,1,2.09,"206,865,738,917",1073x1431,2021-11-18:YYYY:p2:0.89
001849,2021-11-18,0.901,YYYY,erode3/p1@640,1,4.66,"129,398,330,449",640x640,2021-11-18:YYYY:erode3/p1@640:0.90
001850,2021-12-16,0.891,YYYY,p2,1,2.04,"131,937,685,991",1122x1496,2021-12-16:YYYY:p2:0.89
001851,2021-12-16,0.959,YYYY,p1@640,1,1.8,"90,393,284,419",640x640,2021-12-16:YYYY:p1@640:0.96
001852,NONE,,,,0,25.77,,,
001853,NONE,,,,0,13.1,,,
001854,2022-12-10,0.548,YYYY,p1@640,1,3.36,"344,269,615,968",1008x1344,2022-12-10:YYYY:p1@640:0.55
001855,2023-10-28,0.961,D_MON_Y,erode2/p1@640,1,6.66,"306,715,424,750",936x1248,2023-10-28:D_MON_Y:erode2/p1@640:0.96
001856,2023-10-28,0.863,D_MON_Y,p1@640,1,1.79,"151,434,390,499",640x640,2023-10-28:D_MON_Y:p1@640:0.86
001857,2022-07-17,0.76,DMY4,p2,2,2.15,"256,785,648,947",971x1377,2022-7-17:DMY4:p2:0.76|2017-7-20:CMP6_YMD:p2:0.99
001859,2022-07-08,0.968,YYYY,p1@640,1,1.83,"424,826,588,885",983x1311,2022-7-8:YYYY:p1@640:0.97
001860,2030-10-05,0.887,CMP6_YMD,erode2/p1@640,2,5.77,"255,483,371,508",640x640,None-7-8:MMDD:erode2/p1@640:0.76|2030-10-5:CMP6_YMD:erode2/p1@640:0.89
001861,2023-06-18,0.991,SP_DMY,p2,2,4.0,"343,944,555,982",1084x1445,2023-6-18:SP_DMY:p2:0.99|None-11-5:MMDD:p2:0.74
001862,2023-06-18,0.963,SP_DMY,p2,2,3.15,"209,431,333,454",640x640,2023-6-18:SP_DMY:p2:0.96|None-11-5:MMDD:p1@640:0.89
001863,2023-08-04,0.723,DMY4,p1@640,1,2.26,"37,935,657,1005",1114x1485,2023-8-4:DMY4:p1@640:0.72
001864,2023-08-04,0.78,DMY4,ft/p1@640,1,11.87,"53,376,405,461",640x640,2023-8-4:DMY4:ft/p1@640:0.78
001865,2021-09-17,0.953,YYYY,p2,1,0.8,"396,665,634,726",1049x1399,2021-9-17:YYYY:p2:0.95
001866,2021-09-17,0.964,YYYY,p2,1,0.93,"235,294,385,339",640x640,2021-9-17:YYYY:p2:0.96
001867,2022-07-NONE,0.957,MON_Y,p2,1,1.46,"306,379,532,427",884x1179,2022-7-None:MON_Y:p2:0.96
001868,2026-10-02,0.823,CMP6_DMY,ft/p2,1,8.09,"334,407,386,426",640x640,2026-10-2:CMP6_DMY:ft/p2:0.82
001869,2021-09-26,0.994,DMY4,p2,2,3.14,"348,787,821,834",1037x1383,2021-9-26:DMY4:p2:0.99|2020-11-26:DMY4:p2:0.93
001870,2021-09-26,0.69,DMY4,p1@640,1,1.19,"223,364,515,439",640x640,2021-9-26:DMY4:p1@640:0.69
001871,2022-11-10,0.935,YYYY,p1keep/p1@640,3,2.03,"158,697,1054,805",1056x1408,2020-11-10:YYYY:p2:0.87|2020-11-10:YYYY:p2:0.87|2022-11-10:YYYY:p1keep/p1@640:0.94
001872,2022-10-14,0.873,YYYY,p2,1,2.57,"618,886,808,934",1040x1387,2022-10-14:YYYY:p2:0.87
001874,2022-10-21,0.998,YY,p2,1,2.47,"449,895,588,936",916x1222,2022-10-21:YY:p2:1.00
001875,2022-10-21,0.953,YY,p1keep/p1@640,2,1.46,"302,398,443,470",640x640,2021-12-1:CMP6_YMD:p2:0.81|2022-10-21:YY:p1keep/p1@640:0.95
001876,2021-09-30,0.847,DDMMYY,p2,1,3.86,"363,890,684,941",1019x1359,2021-9-30:DDMMYY:p2:0.85
001877,2021-11-03,0.531,DMY4,p2,1,2.17,"339,739,959,823",975x1300,2021-11-3:DMY4:p2:0.53
001878,2021-01-03,0.899,DMY4,p1@640,1,1.62,"223,347,481,409",640x640,2021-1-3:DMY4:p1@640:0.90
001879,2021-09-01,0.861,YYYY,p2,1,4.8,"283,902,629,943",1083x1444,2021-9-1:YYYY:p2:0.86
001880,2021-02-NONE,0.528,YYMM,ft/p2,1,8.63,"280,249,343,279",640x640,2021-2-None:YYMM:ft/p2:0.53
